GEL-Breast_common_SBS13	GEL-Breast_common_SBS5	GEL-Breast_common_SBS8	GEL-Breast_common_SBS2	GEL-Breast_common_SBS3	GEL-Breast_common_SBS18	GEL-Breast_common_SBS1	GEL-Breast_common_SBS127	GEL-Breast_common_SBS17	unassigned
sample2	1641.26829945287	1426.92925005284	4240.41715677475	735.189123899892	6678.45000030365	1566.04351014048	0	0	771.663749823797	1345.03890955172
