intercept	del.mh.prop	SNV3	SV3	SV5	hrd	SNV8	Probability
sample1	-3.364	-0.917513033883813	-0.949832911392405	-0.876753168376584	-1.10515509103169	-0.358615245366516	0.0475429810561461	0.000539500894380533
sample2	-3.364	7.94146063429704	3.23593782559579	-0.876753168376584	2.21290396530197	0.00197839077767807	0.085193984188729	0.999902613116568
