GEL-Breast_common_SBS13	GEL-Breast_common_SBS5	GEL-Breast_common_SBS8	GEL-Breast_common_SBS2	GEL-Breast_common_SBS3	GEL-Breast_common_SBS18	GEL-Breast_common_SBS1	GEL-Breast_common_SBS127	GEL-Breast_common_SBS17	unassigned
sample2	1636.57107581734	1464.94535385637	4224.72823445696	0	6661.79218815416	1570.23169795385	0	933.84351677153	0	1912.88793298979
