sample1	sample2
GEL-Breast_common_SBS13	0	1641.26829945287
GEL-Breast_common_SBS5	785.015029611668	1426.92925005284
GEL-Breast_common_SBS8	309.268607291196	4240.41715677475
GEL-Breast_common_SBS2	114.870489130132	735.189123899892
GEL-Breast_common_SBS3	296.732691937956	6678.45000030365
GEL-Breast_common_SBS18	344.244120283796	1566.04351014048
GEL-Breast_common_SBS1	817.536871783995	0
GEL-Breast_common_SBS17	0	771.663749823797
unassigned	303.332189961257	1345.03890955172
