GEL-Breast_common_SBS13	GEL-Breast_common_SBS5	GEL-Breast_common_SBS8	GEL-Breast_common_SBS2	GEL-Breast_common_SBS3	GEL-Breast_common_SBS18	GEL-Breast_common_SBS1	GEL-Breast_common_SBS127	GEL-Breast_common_SBS17	unassigned
sample1	0	795.485655140607	308.7992954711	0	294.371342409035	345.878074763022	811.06380319802	197.36183909662	0	218.039989921594
