GEL-Breast_common_DBS11	GEL-Breast_common_DBS13	GEL-Breast_common_DBS20	GEL-Breast_rare_DBS17	GEL-Breast_rare_DBS28	GEL-Breast_rare_DBS2	GEL-Breast_rare_DBS1	GEL-Breast_rare_DBS12	GEL-Breast_rare_DBS7	GEL-Breast_rare_DBS18	GEL-Breast_rare_DBS19	GEL-Breast_rare_DBS5	GEL-Ovary_common_DBS13+20	GEL-Ovary_common_DBS20	GEL-Ovary_rare_DBS28	GEL-Ovary_rare_DBS5	GEL-Ovary_rare_DBS14	GEL-Ovary_rare_DBS10	GEL-Kidney_common_DBS15	GEL-Kidney_common_DBS13	GEL-Kidney_rare_DBS2	GEL-Kidney_rare_DBS28	GEL-Kidney_rare_DBS5	GEL-Kidney_rare_DBS11	GEL-Kidney_rare_DBS8	GEL-Colorectal_common_DBS2	GEL-Colorectal_common_DBS20	GEL-Colorectal_rare_DBS38	GEL-Colorectal_rare_DBS25	GEL-Colorectal_rare_DBS5_a	GEL-Colorectal_rare_DBS28	GEL-Colorectal_rare_DBS8	GEL-Colorectal_rare_DBS8+28	GEL-Colorectal_rare_DBS10	GEL-Colorectal_rare_DBS3	GEL-Colorectal_rare_DBS5+25	GEL-Colorectal_rare_DBS27	GEL-Colorectal_rare_DBS26	GEL-Colorectal_rare_DBS1	GEL-Colorectal_rare_DBS5_b	GEL-Bone_SoftTissue_common_DBS13+20	GEL-Bone_SoftTissue_rare_DBS1	GEL-Bone_SoftTissue_rare_DBS18	GEL-Bone_SoftTissue_rare_DBS5	GEL-Bone_SoftTissue_rare_DBS19	GEL-Bone_SoftTissue_rare_DBS28	GEL-Lung_common_DBS2	GEL-Lung_common_DBS13+20	GEL-Lung_rare_DBS28	GEL-Lung_rare_DBS27	GEL-Lung_rare_DBS18	GEL-Lung_rare_DBS1	GEL-Uterus_common_DBS13+20	GEL-Uterus_rare_DBS28	GEL-Uterus_rare_DBS14	GEL-Uterus_rare_DBS10	GEL-Uterus_rare_DBS29	GEL-Uterus_rare_DBS16	GEL-Uterus_rare_DBS3	GEL-Uterus_rare_DBS18	GEL-Uterus_rare_DBS5	GEL-CNS_common_DBS13+20	GEL-CNS_rare_DBS1	GEL-CNS_rare_DBS14	GEL-CNS_rare_DBS2	GEL-Prostate_common_DBS13+20	GEL-Prostate_rare_DBS28	GEL-Bladder_common_DBS11	GEL-Bladder_common_DBS2	GEL-Bladder_rare_DBS20	GEL-Bladder_rare_DBS5	GEL-Bladder_rare_DBS15	GEL-Bladder_rare_DBS28	GEL-Bladder_rare_DBS18	GEL-Bladder_rare_DBS12	GEL-Skin_common_DBS1	GEL-Stomach_common_DBS13+20	GEL-Stomach_common_DBS26	GEL-Stomach_rare_DBS5	GEL-Stomach_rare_DBS39	GEL-Stomach_rare_DBS18	GEL-Stomach_rare_DBS13+25	GEL-Stomach_rare_DBS28	GEL-Stomach_rare_DBS13+19+20	GEL-NET_common_DBS2	GEL-NET_rare_DBS20	GEL-NET_rare_DBS1	GEL-NET_rare_DBS28	GEL-NET_rare_DBS4	GEL-Pancreas_common_DBS13+20	GEL-Pancreas_rare_DBS25	GEL-Pancreas_rare_DBS28	GEL-Biliary_common_DBS13	GEL-Biliary_rare_DBS25	GEL-Biliary_rare_DBS16+20	GEL-Liver_common_DBS13	GEL-Liver_rare_DBS20	GEL-Lymphoid_common_DBS11+13+20	GEL-Lymphoid_rare_DBS1	GEL-Lymphoid_rare_DBS30	GEL-Lymphoid_rare_DBS22	GEL-Lymphoid_rare_DBS5	GEL-Oral_Oropharyngeal_common_DBS4	GEL-Oral_Oropharyngeal_common_DBS11	GEL-Oral_Oropharyngeal_common_DBS13	GEL-Oral_Oropharyngeal_rare_DBS2	GEL-Oral_Oropharyngeal_rare_DBS1	GEL-Oral_Oropharyngeal_rare_DBS5_a	GEL-Oral_Oropharyngeal_rare_DBS5_b	GEL-Oral_Oropharyngeal_rare_DBS16	GEL-Oral_Oropharyngeal_rare_DBS36
AT>CC	0.0004958688714348	0.000359369231083885	0.00132665387088167	0	0.0005454039987604	0	2.80636458026675e-11	0	0	0.00841127891423978	0.00421313863955839	0	8.65236338228632e-06	0.00208764352322917	0.000786260671357002	0	0.00847559433718304	0.0049204299483684	0.00245603309963575	0.000887001517996613	3.86796558039401e-10	0.0011151382854491	0.00164136339159929	0	0	0.00342368221706921	0.00103417735271136	0.00904222069674337	3.48704621028278e-57	5.02399662157817e-161	0.000765912949280676	0.000422777929184667	0.000987402023512875	0.00618106375438581	0.00582956332954413	0	0.00763818328186924	0	0	0	0.00153244962071872	0.000192927607802918	0.00100619324355235	0	0	0.000651802063853259	5.1701988157951e-05	0.000862309944416295	0.000516840599808111	0.0122362040584899	3.9249986271896e-05	0.000176010569478079	0.00172413793103448	0.000859031818731297	0.00565613654704009	0.00343916459350728	0.000850549173276031	0.00261659951716251	0.011183939921103	0	0	0.00673148840688108	6.61165221379473e-11	0.00370989175886399	4.68376598858569e-18	0	0	0.00109460160195389	1.52313861801804e-13	0.000674835240131555	0	0.00263932300778341	0.000473536206885109	0	0.00366293392140488	0.000921375921375921	0.00102079018236993	0.00138236467052359	0	0.0118457754981372	0	0	0.00096507442459483	0.0133657888215148	0.000282060925159835	0.00258939706960525	0.000167845728650791	0.00220501537485475	0	0	0	0.00215322605341174	0	0	0	0.000494071146245059	0	0.00692041522491349	0.000537915087663084	0.0049925371331421	0.00556331350578465	0	0.00215100065895796	8.53957875490034e-20	6.01870649330948e-20	0	0.000230230600147214	0	0	0	0
AT>CG	1.09868598966836e-19	0.000969801500550307	5.97217354684231e-20	0	0	1.19153748470315e-05	0	0	0.0328504463176254	0	0	0	0.000121653648472701	1.24240290552944e-19	0.000110799870443882	0	0.00106861218136141	0.00501444270300592	0.00110798464572573	0.000474487527727415	0	0	0	0.000169471861667797	0	0.0018435211938065	0.000741270854594534	0.00925784396625783	1.33051292934403e-85	0	4.22617307791339e-27	0	0	0.00656541282988853	0.0129128422085665	5.82442001196761e-06	0	0.00435688605872336	0	0	7.6622481035936e-05	4.48680803091782e-05	0	0.000492669579706739	0	0	3.57765790576367e-05	0.000177851426035861	4.15883232752243e-34	0	0.000358869393529186	0	0.000172413793103448	4.1899148493422e-05	0.001458270753626	0.00334991501318213	0	0.00408774956843227	0.0120746931390028	0	0	0.00074794315632012	0	0.000275950188209779	0	0	0	0.000739814350414655	1.91253271421344e-20	0.00228752006054291	0.00076073528468419	0	0	0	0.00178735515580522	0	5.16484145340927e-13	0.00410215713519342	0	0	0.00110278611755964	0.00821038483982692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00849398924096537	0.00692041522491349	0.000537915087663084	0.00499254873468828	0.00189478110965444	0	0.00160368128708656	8.53957875490034e-20	6.01870649330948e-20	0	1.61307844021671e-06	0	0	0	0
AT>GA	5.02344105233954e-12	2.46072668074083e-07	0.00757574701282473	0	0.00327836782876502	0.00146190470725105	0.00224478114390304	0.00210272880494767	0	0.00345630742246844	0.00822137024010192	0	0.00827244809614364	1.24240290552944e-19	0.00487572130207849	0.00120225628590757	0.000967397543307413	0.00160010179725349	0.00360290106063589	0.00128629724071244	4.24949969747263e-23	0.00704015751024083	0.00187428263378802	0	0	0.00191348418296555	0.00492406104204982	0.00882793296438988	0.0021541078647895	6.91976209945036e-14	0.00456913359948826	3.27832137595115e-11	0.00538019621536455	0.000834280329727646	0.00132883259807425	6.07592095096801e-07	0.0143161497508675	0.013249854637589	0	0	0.00283503179832963	0.00200232985623802	0.00173342713135156	0.00243648896744833	0	0.00997795132809083	0.000395306106345825	0.00147156614147741	0.0103191773452579	0.0122149349395746	7.21537159909806e-05	0.00197164910806017	0.00637931034482759	0.00463235672304464	0.00254417524031633	0.000566938814719734	0.0089405356170742	0.021023321969708	0.000978155884221318	0.0123751742167067	0	0.0074794315632012	0.000182447097640968	0.00189376326433495	7.31186931827663e-14	0.003584229390681	0.00283232291921175	0.0040976358742305	0.00125610233837623	0.00454847249711304	0	0.00296200933300201	0.00672570866352008	0	0.0048415404056232	0.00399262899262899	0.00791383507080697	0.00443252727367655	0	0	0.000415450293781287	0.00565636793622082	0.00516367622447545	0.0668312818928053	0.00108123354644603	0.00763833524053901	0.00254528760304321	0.00586719304706892	0.0113554611574302	0.00323101777059774	0	0	0	0	0	0.000988142292490119	0	0.0207612456747405	0.00410181127476574	0.0218537676306259	0.018805340351924	0	0.00157899196860255	0.0043164472837046	6.01870649330948e-20	0.00138221139981203	9.70902611379279e-07	0.00504280667919116	0.0111238779165497	0.0210334700132941	0.0428989762431066
AT>GC	0.00240224452292256	0.000720684606316969	0.00185296020712921	0	0.00106136743635662	1.44735215388505e-05	3.50807447897928e-07	0	0	0	0	0	1.86717130777121e-16	0.00386214051797396	0.000577736728564379	0.00120225625514202	0.0126836766283292	0.000659834422719889	0.000706097200985751	1.87204934484002e-10	0.000514459560274122	0.000376022775498563	0	0.00420803024308217	0	2.84668079549212e-20	1.79814293935433e-20	0.00954783382439636	0.000460712852803762	0.000230352536234001	0.00108443033720974	0.0010067934229783	0.000247608590073164	0.00459238957636144	0.00326616042007493	0.00133524116088747	0.0244258057205484	0	0.00478953275023807	0	0.00145582713968278	5.97855672747444e-05	0.000981677503575335	0.000320582266534042	0	0.00181791059065575	0.000137630670922449	0.000398791907341748	0.00143291368531293	0	9.36676062708673e-06	0.000249431168365471	0.00137931034482759	0.00157026276784853	0.00310340662983006	0.00322447712814133	0.00581647372217222	0.00593659485032097	0.00577321998327942	0	0	0.00224382946896036	0.000628425968899832	0.00643045213058534	0	0.0017921146953405	0.00189237152712913	7.67804591151156e-10	0.00167146008952263	3.77093104584482e-06	0	0	0.00271756427873106	0.00299516549625627	0.00183935340813931	0.000614250614250614	0.00288717813124815	1.28963974990056e-19	0	0	0	0	0.0012222755913862	0.0133666005033732	9.40203083866115e-05	0	0.000337482078046687	0.00147809308676141	0	0	0	0	0	0	0	0.0024703557312253	0	0.0103806228373702	0	0	0.00293304317469483	0	0.00160368128708656	8.53957875490034e-20	6.01870649330948e-20	0	0.000138849401125681	0	0	0.00704310027056095	0
AT>TA	0.00375619593187152	0.00400290930740883	0.0133696333175965	0.00780880457441225	0.00854058246969275	5.042098480448e-05	0.00277098277527192	0.00151068525683504	0	0.00162821401002547	0.020795573519176	0.0120890002310864	1.40453567621426e-19	0.00935311497897565	0.00871011895380908	5.53354298109917e-51	0.00710754515435325	0.00124464593667401	0.00760249377767692	0.00568573589708609	0.000222912553648386	0.00740754356788357	0.000668688991714782	0.00370853433474419	0	2.19442088489998e-18	0.0136097328903556	0.0463820519066488	0.00221978911263203	0.000569119010362412	0.00860372497558799	0.00206850891714206	0.00468890243477096	0.00236517447660736	0.00268890441281164	1.19582096305604e-13	0.00112168682748607	0.0265388895093464	0.00532574415135933	0	0.00628304344494675	0.00314702941326958	0.000687047016982805	8.09524018165279e-05	0.00535581949319559	0.00994541960935721	0.000481537694258103	0.00486640970413626	0.011118510543874	0.012096154306911	0.000673190145529944	0.00176360042792928	0.00913793103448276	0.00858634817264308	0.00814089882911361	0.00618968232379868	0.00963398477352396	0.0833403414800787	0.00196046077727153	0.00597867639243515	0	0.00448765893792072	0.00608530731990935	0.00665681601152399	4.04387630273239e-05	0.003584229390681	0.0104112556999756	0.0059344070340628	4.92550927913395e-20	0.011446846112861	1.79771053518794e-10	0.0135320366687707	0.0144777869710439	0.0083657123946258	5.6026880754293e-05	0.00337837837837838	0.00702945716118448	0.0102747059258857	5.88318244775021e-12	0.00943481736643264	0.00194842600053127	0	0.00806849219689113	0.0400736753597583	0.0015983452425724	0.016469915880418	0.0046577138493188	0.0147368227902263	0.0113164526319876	0.0210016155088853	0	0.00774620064774712	0	0	0.0472150003169583	0.0024703557312253	0	0	0.00484778360793935	0.0205370158188003	0.0338093296641571	0	0.012920864578758	0.00727704878022513	0.0118126415313125	4.93868623499519e-41	8.09939543278256e-07	0.00106527286028313	1.58708756291544e-14	0.0407662597592214	0.0088735600327162
CC>AA	1.09868598966836e-19	0.30615421120497	5.97217354684231e-20	0.00786821814067465	5.36931124319289e-05	0.683344503441173	0.0015746808087964	0.00726241766083142	6.61099603728174e-05	0.0408454418666276	0.0267529340173672	0.0583237241876446	0.235941884597134	0.0394046575318614	0.000446367493180222	0.0728670551567927	0.00383130064361942	0.0153307412106284	3.29376657330712e-14	0.354811185225257	0.647444136598535	0.0122979138531426	0.0123355162881307	0.0252515849396176	0.0280349912452676	0.427720564703623	0.0504935318278161	0.0729428360440392	0.0359433093016345	0.113826097281121	0.00134448375874625	2.0386804235728e-06	2.13871440375852e-08	0.00741107009219788	0.00693475445213162	0.0554283006830731	0.0224315448064197	0.01185339921424	0.0471881955147633	0.0263692702841249	0.209409240671213	7.48044961964646e-16	0.0089963369656353	0.00395678750188982	0.0605897678228096	0.000202334187084691	0.647478757301583	0.165912161850949	0.0126514929574696	0.0307870238955907	0.0137911951303713	8.91032770840377e-11	0.116896551724138	0.00155705760348724	0.0140978422325349	0.000531915442432751	0.0181928176797792	2.57338905750535e-08	1.45703063571934e-05	0.115599599800394	0.0454245418535667	0.153328347045625	2.53757667976067e-14	2.02821977914266e-07	0.605280859669256	0.227598566308244	0.00556160763709152	0.000675867630913455	0.616074427485208	0.00551245186666862	0.001768544442377	0.00741951177880471	0.00611737704883437	0.0060778253509111	0.000106076444353086	0.00552825552825553	0.115807942144867	0.0320704556559582	0.068491572210501	0.0681595229684606	0.0634533586867975	0.157119770577162	0.000878312783907915	0.0933190942571442	0.485520872508462	0.000205254126933006	4.92435798305781e-15	3.53000668019948e-07	0.000527393691974359	0.206785137318255	0.0434782608074754	3.37741500936067e-09	0.404255319148936	0.0160820091481074	1.98322415995072e-05	0.450098814229249	0.00125475650793916	0.0830449826989619	0.0114820347342144	0.022295313875999	5.41951571515373e-06	0.0365980196479756	0.0619931631866007	0.0156907186511069	0.302944450717049	0.417598509606558	8.13893764279474e-12	0.0198836350876441	0.000470983300313845	0.00702031236950906	0.00281044667491226
CC>AG	0.00295888354276042	0.0490533739786052	0.0316733899669796	0	2.53294335002493e-06	0.0146406921544977	0.000976613037927567	0.0214054895348009	9.77282946764329e-08	4.56948557263273e-06	0	0.0117409015261597	0.0458945920437555	0.0368086898365819	6.51585299523628e-18	0.0312269003154752	0	0	0.0146015876169677	0.0530229662835951	0.0943382097550269	0.00160821565292962	0.0223322589225393	1.88206695372585e-08	0.0046497823976896	0.058926760413368	0.0198915381174245	0	0.00194841539663521	0.0261330195146858	3.3396832859058e-30	0.00166218311577174	0.000985115567832764	7.55486505871697e-51	0	0.00165484609657393	0.000458148801669928	4.30926892320767e-17	0.0326138608917621	0.0054949125662792	0.0444410390008428	8.13075088425459e-13	0.0101579289814882	0.0345195352432616	0.0100303967828794	5.81558945310918e-05	0.0705636855782337	0.0272792917577195	0.000658561665594495	0	0.0230235523020596	1.78772401320479e-17	0.0344827586206896	8.52160588409128e-68	3.84823693354875e-104	2.54255640954935e-19	6.5732752480486e-18	3.59500677540572e-21	4.19940720579696e-18	0.0302901092503496	0.0204071637839149	0.0231862378459237	6.22984966775452e-08	0	0.0739742505315761	0.0376344086021505	0.0012216662639243	0.00463268683565205	0.0925165374798178	0.00319287155945925	0.0414080184222197	9.08485115823506e-07	1.40581384426235e-08	3.20169431793783e-05	0.0139563046930852	0.00399262899262899	0.034253871787528	0.0105595582304811	0.000740340846912832	0.0436817205943903	0.00650382098573288	0.0058647458280349	7.9998296336849e-08	0	0.0602200075216247	0.00807641917393787	3.85956181289846e-10	5.43705037996478e-09	0.0297582092346349	0.0290791599353796	0.0326086956509974	0	0.0425531914893617	0.0239551691520102	0.000609256500207197	0.0568181818181818	0.0280225805502569	0.027681660899654	0.00298639757274952	0.0130397410498625	0.00604207511749176	0.0446711170615066	0.0115973920379659	0.00899102714616661	0.0372766419642405	0.0477719047412994	8.2501334868711e-15	0.0222034798870218	0.0470741853597348	0.0103767937304344	0.0489252499769202
CC>AT	0.0319848942651508	0.0705863717229688	0.0193640744176538	0.0152297728876885	0.000557262208065024	0.0224864334925876	0.0220955828394515	0.00249860539262088	0.0446284452271602	0.00847128531581101	3.15642751629737e-11	0.0600745640333172	0.0581077867467966	0.0332269914895746	0.000959862646146283	0.0213520869660224	0.0161010787367833	0.0105126327634446	0.0537152716951338	0.0691468589086059	0.0956593651234351	5.65725156222333e-05	0.0235797565167075	0.0449320358526255	0.0215801403657676	0.114537993002546	0.0147336583178147	0.0321824471843435	0.0108965921767391	0.0478769531735349	0.0012780291160471	0.00248616303982465	0.000981650915001466	0.00790110568133728	0.00624318145568624	0.0159623666016561	0.0144274850248078	3.21644662260933e-10	0.00965221951748227	0.0241373775194142	0.0683472530840549	0.0279981773936767	0.00652571117358803	0.033575156403309	0.00276999166946397	1.51564654507455e-05	0.0889063983542454	0.037924987934214	0.00544417407414556	0	0.00797858634341985	0.0255416519419575	0.0525862068965517	0.00054424924539496	0.0222570848860419	0.0137144418736762	0.0197617950225467	6.02834121828447e-10	0.00529828419588741	0.0359517434134873	0.0268193963023927	0.0359012715033657	0.0381675823218589	0.0304406427319643	0.0777459548392303	0.0582437275985663	1.4401545807457e-08	0.0284319203639884	0.110723798688234	0.0182406403544781	0.0498732644598557	0.0322649823090099	1.52921982861851e-06	6.9464238886366e-06	0.000801097341077729	0.0297911547911548	0.0469981126489848	0.016801662868947	0.011303692987583	0	0.00130585844426707	0.0273640992354883	0.000292947315421155	0	0.075639338097029	0.0103186632991234	0.0255727057593388	0.000487127098013496	0.00468705158260059	0.0403877221324717	0.0217391304264331	0	0.0638297872340425	0.0288639149853903	0.0475204077031127	0.0983201581027668	0.0568130829382991	0.0726643598615917	0.0258905188565421	1.87153036007015e-05	1.45852538822472e-09	0.018783383753453	0.0158387109778527	0.0364336464506328	0.099480116735867	0.0813016751038702	0.00161209364865734	0.00025617349382667	2.29964668376694e-06	2.79289825040152e-08	0.0666482284090159
CC>GA	0.00164795700645466	0.0136035779628186	0.0110378262100395	0.0235785976187763	5.07752976930559e-05	0.011389952289323	1.45988422698984e-09	0	0.00120821723481192	0	0	0	0.020565833161574	0.012266391220362	7.66643786342264e-157	0.00546162104950324	5.45792937082063e-07	0	0.00568133068461707	0.01456730660631	0.0359820723844155	0.000830120102135068	8.32360976402024e-08	0.000586256573274473	0.00551562736247101	0.0155754497777257	0.0107581649157757	0	0.000743578155493326	0.00534068969442531	8.40860749791934e-05	0.000900512355362099	9.61667012235957e-05	3.17290804817302e-123	0	3.48179892165025e-08	0.000777466514476994	0	0.00937761051125358	2.1150444785164e-08	0.0121829744847138	9.10145640894997e-08	2.90479192375504e-08	0.000318307170671867	0	0.00063825462383058	0.0157062291946707	0.0152645459430977	0.000599855928114715	0.0117293716833753	4.50247437859995e-07	9.69854688893032e-17	0.0136206896551724	3.61820626216711e-05	1.23229261054891e-180	5.73691615546843e-15	0	6.1649227584648e-13	6.11054861098005e-23	0.0121221155202764	0.0141449893187386	0.0134629768137622	7.83776709906527e-06	5.46340934816359e-12	0.0197194683044662	0.014336917562724	0	0.00671147562717907	0.0292010717744065	0.000244988163730204	0.00427009120690884	0.000115645186932245	8.18467574939361e-06	5.38218129409473e-19	0.0101023592730088	0.00122850122850123	0.0152557079286132	0.00613787007275826	0	0.00954115926012576	4.11847738118056e-09	0.0367144681833792	3.33339369911573e-11	0.0133290445121818	0.0175817976682964	0.00452742034362196	0.000524016684349525	0.000306348401826609	0	0.00807754442649434	0.0108695652175811	0.00181851946631775	0.025531914893617	0.0172610340936444	0.00575873978421919	0.0212450592885375	0.00338340599864722	0.0207612456747405	0.00235524949644365	8.74595954456202e-05	6.50212502319456e-05	1.35201317297695e-06	0.00847846063986191	0.0027507823750146	0.00902456374081646	0.0198362554484589	3.16401116769843e-09	0.00408646138530244	0.000285911287696264	0	0.0106950542896206
CC>GG	0.000393854619633565	0.00418249287077469	0.00411762442986059	0	0.00115033633111315	1.97128515875079e-07	2.08531581980366e-18	0.0160350465495213	0.0234052456658039	0	0.00830659844775397	0	0.00232486015850936	0.00587472827205411	0.00124523087545399	0.00275080929439525	0	0	0.00356734174505195	0.00313512951585097	0.00459416015975164	0.00285173679573786	1.19264601233417e-09	0	0	0.00251661957269374	0.00308368664920131	0	5.35116589887269e-21	0.00298298861927591	0.00144860321260001	0.000560795200369066	0.00145232571720067	0	0	0.000537199998950561	0.00662530047318785	0	0.00658647140350439	0	0.00498046126733584	1.59076488624326e-08	0	0.00161379030941063	0	0.000109611880703927	0.00190360558793199	0.0025977859659024	0.00134571504625131	0	1.5838692479127e-06	0.000139117389282205	0.00482758620689655	0.00124169859861662	5.64758139946414e-147	3.99097194595145e-18	0	1.10079682195284e-13	0	0	0.00718451715402991	0.00224382946896036	0.000411441258561635	0	0.00268735753222663	0.00448028673835125	0.00282608847988945	0.00460328929127441	0.00102522182380463	1.86214550625769e-10	0.000199517626992023	0	0.00213104100083755	0	0.0223551177288411	0.00122850122850123	0.0057743562624963	1.28963974990056e-19	0	0	1.43662874789876e-08	0.00712447337580381	0.00170787596404547	0	0.00277359909740504	0.012775888955229	7.36963439502603e-05	0.00352440349660212	0	0.00484652665589661	0	0.00195332150531638	0.00851063829787234	0	0	0.00197628458498024	0	0	0.00161592786931312	0	0.00482990423773673	0	0.00319488301499194	8.53957875490034e-20	6.01870649330948e-20	0.00810980302723752	0.00026197037983947	0.00502383535604707	0	0	0.0135959555784959
CC>GT	0.0271803238048027	0.0116355402598529	0.0049032130801572	0.0231744610366654	0.000567614658487744	4.35364291923559e-11	0.0100071440421772	0.00197035891236291	0.0136585495825877	0.0212043019719165	0.00598381614030942	0	0.0151605591421198	0.00660261670833439	0.000344694092524498	0.00536778070086301	0	0	0.010086122184465	0.00484738430225109	0.00562874547009835	0.000608348826690491	0	0.0138652940797035	0.00566523669763861	0.00420539000317375	0.00493920017081533	0	0.0014853192656624	0.00285984991531058	0.000479638192306839	0.00140637139212723	0.0010604669060547	0.000106313308161817	0	3.04597008192283e-06	0.0301428467248965	6.36771631262424e-05	0.00139688904211618	0.0116198692144833	0.0145582713968278	0.011332028895158	3.42774519131376e-05	6.94338920341708e-07	0.000433931865085095	0.0044158811410101	0.00302792915435147	0.0047873666568038	0.00131549242271011	0.0243654327673627	0.00124330781453912	0.00560171282991806	0.00724137931034483	0.000612895058962094	0.000790758818572568	4.6751600896535e-10	2.88526542822716e-12	2.61456160360442e-08	0	0	0	0.00598354525056096	0.0106922925674913	0.000523976502180068	0.00175861262096296	0.00627240143369175	0.00071281309062813	0.0164504542993241	0.0031041732418809	2.95926039853323e-06	0.023565719462564	0.00569508268465298	0.000198645659581254	0.00869853713829858	0.00569289775054917	0.00798525798525799	0.00402145127699353	0.000680749843043646	0.00275165109831623	0.0117274259379118	0.000745993345615631	0.0235924187979648	0.000278211158204315	0.0133628309758263	0.0032907107935314	1.69433334900364e-07	0.00644664487626916	0.000573235820493901	0	0.00161550888529887	0	0.00208683895057895	0.0127659574468085	0.0367558637712315	0	0.00691699604743083	0.020465181024551	0.0103806228373702	0.0160541683529119	0	0.0192417157704987	0.0020514021250186	0.00990248464866501	0.0236962656713604	0.00326345582215227	0.00792597710746842	1.58794362206848e-06	0	1.59647701426624e-11	0	0
CC>TA	0.0538997378562578	0.018511972828684	5.97217354684231e-20	0.0306193261917214	0.000590173811409593	0.000103656802544942	0.0108207444555224	0.00208944113245393	0	0.0135813460441233	0.00413187594519119	0.0361970880264012	0.0107580081336451	0.00737314097479276	0.000418557395214981	0.0137417221355694	0.0284583928492047	0.0305004477364449	0.00897109184177203	0.0193819086776092	0.0311496266641553	0.00012295954599715	0.0122602812840184	0.0707729395425373	0	0.0273742753951691	0.0074745207958492	0.00523008545987351	0.00154894542393204	0.0119685374710893	0.000295113124901588	3.07169358340543e-05	1.08181685462801e-16	0.02810584144002	0.0272691299105649	0.00722433446192753	0	0.00574983040485449	0.0041259017695042	3.07221050923336e-06	0.0245191939314995	0.0149934593850092	0.0212107549136494	0.00531224722908709	0	1.25389582233149e-06	0.0160511472767472	0.0130116636199128	0.000853070008393389	0.0118092359424573	0.00609040542373715	0.0196431455556913	0.0113793103448276	0.000415450959039617	0.0508515692165489	0.0499763489925322	0.0568148462539427	0.00658699518719344	0.028163799979078	0.0184998795648473	0.0142719268053019	0.0388930441286462	0.0197013331432014	0.0541244796499583	1.94601552383292e-07	0.021505376344086	0.00366004579565651	0.0254736991856318	0.0196580981976324	0.0143770269833745	0.0310415444353953	0.0152563393856763	0.00135236607217614	0.0762777466830645	0.00622610546759286	0.015970515970516	0.0110374318357872	0.00924283219729739	0.00155893860839838	0.00926947102904257	1.30745831490161e-06	0.0045547093016471	1.27005801855476e-11	0.0133272590947859	0.0149022188792779	8.38437622040092e-08	0.0125341319919465	0.000654368295164302	0	0.0193861066235864	0.0108695652135075	0.00781328601644307	0.0212765957446809	0	0.0252848607985204	0.0172924901185771	0.0294083522495034	0.013840830449827	0.0153187940545242	0.00271186470634489	0.0293447040491869	0.0200252413566192	0.00155447289416325	0.0346386680999269	0.0186278787325215	0.0261485953995506	2.33943938284779e-05	0.000738718053910104	0.0265275327556491	0.0105805911097993	0
CC>TG	0.0156113937948	0.0121598950754733	0.0079642824572648	0	8.13450970204915e-05	2.01033565348706e-10	1.922860096057e-05	0.0209775850242528	0.0131563949220613	5.32597816205006e-05	0.00745973188297658	0.012019391870015	0.0112037955792676	1.24240290552944e-19	0.000461175472586287	0.0052487404744059	0.000931031547454328	0	0.00969175960906551	0.00381847895780007	0.000441312535445417	4.19961687424487e-09	0.00222272171758901	0.0123752149888764	0.00568831051373536	1.84772341759214e-17	0.0060487701734914	0.0280409958055559	0.000977719707615598	0.00296770503964048	0.000523221765728113	0.00120158224718616	0.000119614419772041	0.000443127595402378	0	0.000627690866323863	0.0133321447861186	0	0.00876362223319859	0.00713923184756889	0.013179066738181	0.00467583113826599	0.00261094017869486	6.0129212994795e-06	0.006973731992885	0.00798123228772592	0.00164373133133252	0.00368488309263202	0.00139659190315802	0.0489365924412658	0.000917863936511667	0.00442519338114979	0.00896551724137931	0.000490061460667292	0	3.35955293309817e-11	1.99526779740396e-12	1.79134280467064e-15	1.00791488968527e-19	0	0	0.012715033657442	0.00396549464851594	1.46970004016037e-16	1.32398994856395e-12	0.014336917562724	0	0.0117687644851723	0.00267122543355657	2.27918496227317e-07	0.00926293853431587	0.00759134986839094	0.000283388857307889	2.9017647827751e-09	0.030382544668552	0.00675675675675676	0.00785954046839774	1.28963974990056e-19	0	0	0.00155536051692764	0.00671416369291573	0.00121370086843578	0	0.00216246709289207	0.00623097629573609	0.00379246642915367	0.0013300516945041	0.0227109223148604	0.00323101777059774	0.0108695652193269	0	0	0	0.00944300006339167	0.00197628458498024	0	0.0103806228373702	0.00144705182568746	0.00401349846277031	0.0206191220048991	0.00691758587299239	1.74758984643295e-17	0.00230487613123981	0.00822506383762069	5.23818272274331e-14	0.00620683684918309	0.00178903548550243	0.0122679724356554	0	0.013202867770661
