GEL-Breast_common_DBS11	GEL-Breast_common_DBS13	GEL-Breast_common_DBS20	GEL-Breast_rare_DBS17	GEL-Breast_rare_DBS28	GEL-Breast_rare_DBS2	GEL-Breast_rare_DBS1	GEL-Breast_rare_DBS12	GEL-Breast_rare_DBS7	GEL-Breast_rare_DBS18	GEL-Breast_rare_DBS19	GEL-Breast_rare_DBS5	GEL-Ovary_common_DBS13+20	GEL-Ovary_common_DBS20	GEL-Ovary_rare_DBS28	GEL-Ovary_rare_DBS5	GEL-Ovary_rare_DBS14	GEL-Ovary_rare_DBS10	GEL-Kidney_common_DBS15	GEL-Kidney_common_DBS13	GEL-Kidney_rare_DBS2	GEL-Kidney_rare_DBS28	GEL-Kidney_rare_DBS5	GEL-Kidney_rare_DBS11	GEL-Kidney_rare_DBS8	GEL-Colorectal_common_DBS2	GEL-Colorectal_common_DBS20	GEL-Colorectal_rare_DBS38	GEL-Colorectal_rare_DBS25	GEL-Colorectal_rare_DBS5_a	GEL-Colorectal_rare_DBS28	GEL-Colorectal_rare_DBS8	GEL-Colorectal_rare_DBS8+28	GEL-Colorectal_rare_DBS10	GEL-Colorectal_rare_DBS3	GEL-Colorectal_rare_DBS5+25	GEL-Colorectal_rare_DBS27	GEL-Colorectal_rare_DBS26	GEL-Colorectal_rare_DBS1	GEL-Colorectal_rare_DBS5_b	GEL-Bone_SoftTissue_common_DBS13+20	GEL-Bone_SoftTissue_rare_DBS1	GEL-Bone_SoftTissue_rare_DBS18	GEL-Bone_SoftTissue_rare_DBS5	GEL-Bone_SoftTissue_rare_DBS19	GEL-Bone_SoftTissue_rare_DBS28	GEL-Lung_common_DBS2	GEL-Lung_common_DBS13+20	GEL-Lung_rare_DBS28	GEL-Lung_rare_DBS27	GEL-Lung_rare_DBS18	GEL-Lung_rare_DBS1	GEL-Uterus_common_DBS13+20	GEL-Uterus_rare_DBS28	GEL-Uterus_rare_DBS14	GEL-Uterus_rare_DBS10	GEL-Uterus_rare_DBS29	GEL-Uterus_rare_DBS16	GEL-Uterus_rare_DBS3	GEL-Uterus_rare_DBS18	GEL-Uterus_rare_DBS5	GEL-CNS_common_DBS13+20	GEL-CNS_rare_DBS1	GEL-CNS_rare_DBS14	GEL-CNS_rare_DBS2	GEL-Prostate_common_DBS13+20	GEL-Prostate_rare_DBS28	GEL-Bladder_common_DBS11	GEL-Bladder_common_DBS2	GEL-Bladder_rare_DBS20	GEL-Bladder_rare_DBS5	GEL-Bladder_rare_DBS15	GEL-Bladder_rare_DBS28	GEL-Bladder_rare_DBS18	GEL-Bladder_rare_DBS12	GEL-Skin_common_DBS1	GEL-Stomach_common_DBS13+20	GEL-Stomach_common_DBS26	GEL-Stomach_rare_DBS5	GEL-Stomach_rare_DBS39	GEL-Stomach_rare_DBS18	GEL-Stomach_rare_DBS13+25	GEL-Stomach_rare_DBS28	GEL-Stomach_rare_DBS13+19+20	GEL-NET_common_DBS2	GEL-NET_rare_DBS20	GEL-NET_rare_DBS1	GEL-NET_rare_DBS28	GEL-NET_rare_DBS4	GEL-Pancreas_common_DBS13+20	GEL-Pancreas_rare_DBS25	GEL-Pancreas_rare_DBS28	GEL-Biliary_common_DBS13	GEL-Biliary_rare_DBS25	GEL-Biliary_rare_DBS16+20	GEL-Liver_common_DBS13	GEL-Liver_rare_DBS20	GEL-Lymphoid_common_DBS11+13+20	GEL-Lymphoid_rare_DBS1	GEL-Lymphoid_rare_DBS30	GEL-Lymphoid_rare_DBS22	GEL-Lymphoid_rare_DBS5	GEL-Oral_Oropharyngeal_common_DBS4	GEL-Oral_Oropharyngeal_common_DBS11	GEL-Oral_Oropharyngeal_common_DBS13	GEL-Oral_Oropharyngeal_rare_DBS2	GEL-Oral_Oropharyngeal_rare_DBS1	GEL-Oral_Oropharyngeal_rare_DBS5_a	GEL-Oral_Oropharyngeal_rare_DBS5_b	GEL-Oral_Oropharyngeal_rare_DBS16	GEL-Oral_Oropharyngeal_rare_DBS36
CC>TT	0.298741416130389	6.15397716067169e-20	5.97217354684231e-20	0.0424554660649243	0.00266876162381734	0.0110944193620603	0.849653811913095	7.97962458594187e-06	0.0197878020645062	0.000158417169612406	0.0502770951056677	0.0239840444640984	0.016451381729866	0.00968320103243692	0.00700734610459048	0.00954871570373855	0.0411347736786338	0.011119383591615	0.0215820101479307	0.0231749227174911	0.0101277153468364	0.0049601331139668	1.0984446996306e-05	0.321772871240341	0	0.00222016859852163	0.0292422993449723	0.034987882909639	0.0122674961666517	0.00572455017572471	0.00321025249019856	0.00156614083814702	0.00259993304846075	0.016667716434816	0.0065972246162376	0.000177431100399453	8.04876578853016e-08	6.47740541991121e-14	0.693666601331269	4.39132523198094e-07	0.0521799095854723	0.799451771422787	0.00025422943807049	7.0910211198805e-06	0.0466029693075864	0.0252464642248788	0.0104764444203483	0.030221953205566	0.0082004390300387	0	0.000295925749611546	0.822759115227121	0.0260344827586207	0.00829390556932719	0.044718594050219	0.0317023554651351	0.0580690318093161	8.75701649662432e-06	0.00895309541030496	0.0179850562621527	0	0.0418848167539267	0.732140092675071	0.0657702933030188	3.1771726190905e-07	0.0277777777777778	0.00425809974005049	0.245946906000916	0.00169312595243152	3.06652181789261e-08	8.35830916365474e-05	0.000191580225284898	7.14777078119236e-05	0.0117388660800471	8.02236467346719e-06	0.69041769041769	0.0190325414465729	0.0173321027772417	4.82198664880381e-18	0.00275526082832043	0.00894825944637348	0.0514167997266295	0.00173603757969193	0.0266627691538445	0.015372320421211	0.0162223523584847	0.825092799418747	0.00204049799156564	0	0.0323101777059774	0.0108695652088521	0.00292186240551371	0.0468085106382979	0.0363564908765559	0.0310697908992825	0.0182806324110672	0	0.0484429065743945	0.704105430878119	0.00351964040696439	0.0552648963984537	4.72790426958238e-05	5.61009472456971e-15	0.377777368533835	1.44842276454743e-15	0.0319065526449588	0.939486026539545	0.000224604164986814	0.00865952042558943	0.00118452813090295	0.0170284759847407
CG>AT	1.09868598966836e-19	0.000363617172345245	0.00219405203835883	0	1.60214225864654e-103	0.00994365946074649	4.68804720902953e-11	0.0710019686285557	0	0	0	0	1.40453567621426e-19	0.00354898806774332	0	0.00160994957146541	0	0	0.000276580385161454	0.00258538836082817	1.22921427064237e-08	0	0	0	0	2.84668079549212e-20	0.00131539676731111	0	0.000279239459167667	0.00162550212999295	2.62522333747804e-05	0.000595567335964091	0	0.00046469183817665	0.000365366822756665	0.00203760313228474	0	0.00458191060052217	0	0.00197940360666368	0.00122595969657498	4.31510311725248e-21	0.00132477872768836	0.00293135402677457	0	0	0.000842620508662833	0.00529799978429123	2.18025348779352e-28	0.0120810206809287	4.82729468344446e-06	3.51900356324338e-15	0.00310344827586207	3.00908889892203e-50	3.47263937486928e-68	0.000231649724764306	7.98310775240098e-07	4.80916538902589e-06	0.000189515976720953	0	0	0.00224382946896036	0.000413866379487621	0	0.00197812207715178	0.0017921146953405	0	0.000449203493945325	0.0035124027541	0.00170376416833098	0	0	0	0	0.0329123662058275	0	0.00158790715517779	0.00358908869369313	0.000926779544137224	0	1.21006389579705e-05	0	0	0	0.00145731477999248	0.00231143369399281	0	0	0	0.00323101777059774	0	0	0	0	0	0.000494071146245059	0	0	0	0.0136913438792002	0.00482990423773673	0	5.63546796715469e-20	8.53957875490034e-20	0.00405016025846549	0.00433163373898127	2.21233747281159e-05	0.00357023723053689	0	0	0
CG>GC	1.09868598966836e-19	0.00013036661766736	0.000687190787390291	0	0.000752243815564177	0.00132773722825909	0	0.117675484557295	0	0	0.0130465702226389	0	0.000729921890836204	0.000730675233130208	0.00114290261119604	0	0	0	0.000158210956676704	5.70954047529667e-20	0	0.00163642069255296	0	0	0	0.00140458757623352	0.000296508341837813	0	0	0	0.00154944016477914	1.20560565726075e-15	0.00119353299812994	6.122785848682e-05	0	0	0	0	0	0	0.000306489924143744	2.16116326077044e-08	0.000164479548605807	0	0	0.0031290917692385	0.000250133612135769	0.00165065989242161	0.00129105482097527	0	6.65837964209374e-09	0	0	0.00115942196588113	0.000367574187726505	3.74706895661111e-05	0.000545615057541343	0.000686267944198492	0	0	0	0.0037397157816006	0	0.00051981530369101	2.54773166150663e-11	0	0.00190484000220373	0.00123302391735776	1.91253271421344e-20	0	0	0	0.000913560766207063	0	0.167980713824378	0	0.000134649009407148	0.000256384820949589	0	0	0	0	0.00199447312134829	0	0.000470101541933058	0.0011712478818173	0	0.00146074700450254	0	0	0	0	0	0.01403731832278	0	0	0	0	0	0.0342283596980006	0	0	0	0	0	0.00149367422040194	0	0	0	0	0
CG>GT	0.00243952164228196	0.00151614915927198	5.97217354684231e-20	0	0.000468339846742589	0.00638096939822033	0	0.191622899475444	0	0.00391473630307178	0	0	1.40453567621426e-19	0.00219202569939062	0.000515456896872464	0.00120225611406733	0	0	0.00147731314303532	0.000797088637994737	0.00148049228289022	0	0.00172123181810494	0	0	0.00395040255815678	0.000773493169487107	0.00900623414264718	2.2924913970174e-21	0.000899279569779793	0.000278292731933332	0.000362804955484344	0.000401379694370779	0	0	0.00146237323306591	0	0	0	0	0.00130258217761091	1.65008806592255e-07	0.00417195007528699	0.00883305496519664	0.0079107071800656	0	0.000730520176499099	0.00621245511068135	0.000747591075953797	0	0.00352929621726742	0	0.00120689655172414	0.000287565995643783	0.000568820399048339	1.60647812428197e-11	0	0.000990942371743158	0	0.00625612190407353	0.00738611482169008	0.00224382946896036	0	2.37252300165123e-05	0.00547252056978248	0.0017921146953405	0	0.000507715215303227	0.00012163278520354	0.00442549489655518	0.00337337172583337	0.00324367351503647	0.00101122327970139	0	0.15248536304203	0	0.000481196355208025	0.00102553928377404	0.00113946867193311	0	0.00106957424547114	0	0.000310852307172657	0	0.00385483264385107	0.00307748539341282	1.25368690951612e-39	0.00121050134918279	0	0.00646203554119548	0	0	0	0	0	0	0	0	0.000538642623104372	0.0273826877584004	0	0	5.63546796715469e-20	0.00238440727408821	0.00137648940963273	0.00840173615970205	1.32090445828078e-28	0	0.00676834796863949	0.00688431174273014	0
CG>TA	1.09868598966836e-19	6.15397716067169e-20	0.00163617227581189	0	0.00268327369737311	0	0.00267309117795696	0.0929563773066676	0	0	0.00857015546725956	0	0.000844557720307924	0.00156573264242187	0.00164912873353383	0.00204887766720432	0.186127012533758	0.20054116817972	0.00101116819908676	8.26175688241512e-05	0	0.00415540660145701	0.000923998781925373	0	0	2.84668079549212e-20	0.00278717841327544	0.00926987734608836	0.00019442707225906	0.000732227514033971	0.00402490898994901	0.000467358624646122	0.00113568832406964	0.207334879345593	0.0648951965715138	4.69042568559725e-06	0.00678216060758585	0.00673748241869484	0.00920426956886514	0	0.000689602329323424	0.000409147297479602	1.48360610208645e-08	0.000850891252895439	0.00847757733997714	0.0179630221028925	0.000110932410270662	0.000937745874553496	0.00425988878635595	0	0	0.000476101457609631	0.00172413793103448	0.00399417744160913	0.158483700216105	0.30490280558457	0.0308630332941283	7.50083115464576e-07	0.103729050426168	0	0	0.00074794315632012	0.00224568735776371	0.317995407325886	0.000865774144683653	0.000896057347670251	0.00568498529438199	0.00141914556097698	0.000400054616462148	0.00442401169444785	0	0	0.0129279718492443	0.0119239637259319	0.0348657837210052	0.000307125307125307	0.00215823714819014	0.000864909187865371	0	0	0	0	0.00366834535131581	0	0.000517111696126363	0.00221010775932466	8.2488454142765e-05	0.00219363607950824	0	0	0	0.00215322605341174	0	0.01403731832278	0	0	0	0	0	0.0479197035772008	0.00482990423773673	0	5.63546796715469e-20	0.00632744033638899	6.01870649330948e-20	0.00126977842227072	3.01888997616867e-20	0	0.00354142043919983	0	0
CG>TC	0.000942563498028514	6.15397716067169e-20	0.0019783035849251	0	2.41803486789026e-97	0.00582211164754973	0.000368888915176557	0.180536445248134	0	0.00398606984175247	0	0	0.00093653327009357	0.00178512919143643	0.000579983655378163	0.000229008882270414	0	0	0.00156964521447503	0.00124232705428323	0.00095357537429215	0.000732197911591754	0	0	0	2.84668079549212e-20	0.00154484982649363	0	4.9214797202708e-80	0.000425284706215106	0.000405867495077362	0.00188622420745301	0.00168481681604142	0.000393660571968244	0.000227472346543389	0	0	0	0.00458174825541359	0	0.00252854187418589	1.27269819907552e-11	0	0	0	0.001376356261559	0.00124566450662273	0.0096552047381052	2.5799516883498e-26	0	3.83849642275741e-12	2.35787827473989e-13	0.00206896551724138	0.000300909519837738	0.000348454602273159	0.000103977274513056	0.000158887334999389	6.29233693167807e-15	9.91829942983765e-12	0	0	0	0.000254683915229224	0.000422969294664729	0.00875126022678586	0.00268817204301075	0.000933716677844457	0.00151178098444723	0.00342242770091445	2.81565777689117e-05	0.000945872952727205	4.74764657669665e-05	0.000427335570168022	0	0.171590258761135	0	0.00160398785069342	1.28963974990056e-19	0	0	0	0	0.000733700130707939	0	0.00437194433997744	0.000138751443210473	0.000152088584360736	0.0012602481187486	0	0	0	0	0	0	0.00944300006339167	0.00148221343873518	0	0	0	0.061611047456401	0	0	0.000576126874132348	8.53957875490034e-20	0.000804576430634551	0.00565637674964326	0.000182200625169389	0.00941554869841394	0.011460694450742	0	0
CG>TT	1.71186056443665e-06	8.07124292783795e-13	0.00742838331300901	0	0.000149804991615043	0.0192434558621644	0.000860319070358407	0.152712363116889	0	0.00347340474093037	0.00801258061942649	0	0.00434779007728744	0.00362939964797002	5.82839189998064e-05	0.0024122615357171	0.00621823041822383	0.0140078599340912	0.00156906817133469	0.00291781217956718	0.00579699938311427	0.000295592459988023	0.00295164925344734	0.00401933535176708	0	0.00231535170618467	0.00321100264043452	0.00895378273314663	0.000721946792976489	0.00236270674122324	0.00024768323198016	0.000836056551547679	1.30288271023628e-64	0.00996170115182097	0.00579984798095207	0.00222211552412435	0.0147190469505989	0.013465297211231	0	0.00345731299932793	0.00229867443107808	0.000608645286868158	0.00225155998841999	4.30604150796488e-08	0	0	0.00400019315010934	0.0181488809669746	6.83620025775994e-28	0.0116267853748914	1.39214173986531e-10	5.60064310811832e-10	0.00310344827586207	0.000242162372577586	0.00349345490910959	0.010729590084112	0.00993700947971624	4.5199648746094e-07	0.00822023551789797	0.0061905774981517	0.00728096623451941	0.00299177262528048	0	0.0026247878698556	0.00967331669266063	0.00806451612903226	0	0.00328703455197999	0.00291992255597696	0.0103430152475989	0.00447408346265711	0.00741336162715268	0.00151233550040869	0.0138105351321129	0.104698219291973	0	0.00212468686786025	0.0067020677970598	0.00298146847488795	0	7.25460247043647e-06	0.0235318234838395	6.48455763640894e-11	0	0.00935502068446785	0.00299050824709809	0.000386837343456014	3.28649213522162e-05	0	0.00484652665589661	0	0	0	0	0.0188860001267833	0.0024703557312253	0.00651248644150427	0	0.000538642623104372	0.061611047456401	0.00482990423773673	0.00923009013420969	0.00204278379852259	0.00201819899298302	0.00573382122879601	0.0112333084329149	1.06997428997088e-06	4.25809948030266e-05	0.00810224309558383	0	0
CT>AA	0.00847249514705677	0.027534271239537	0.0209398530992105	0.0313388845257847	0.000564523778119866	0.0375942787423183	0.0014849206901486	0	0	0.119943542886245	5.73247354802569e-07	0.24234166029436	0.0301728480238694	0.0301140191212564	0.00030508081870077	0.204520481318518	0.0101526546213735	0.0125753101519455	0.014344019501348	0.0119707987338076	0.015159151036489	0.00264065114644182	0.262669054877889	0.00942265097607622	0.0113362864801458	0.00158416376253078	0.03760353223594	0.072433545672406	0.0162585866206309	0.214504069961575	0.000585700491924587	0.00682312539368084	0.00259642608806848	0.00800925240554375	0.0154008632103408	0.150771478900728	1.36054337087145e-09	0.0318033618098463	0.00267065315795353	0.20144906975414	0.0202283349934871	0.000113307510685085	0.162505788848823	0.264892273248061	0.0283962308110477	0.00275952359680095	0.0153039762818245	0.0649622279243834	0.00171949704177117	0.0222218403024209	0.186828309766603	4.47594894347382e-13	0.0260344827586207	0.000706821147716247	0.00909133722402171	0.0144597477919111	0.00934944922028328	0.0024964449032476	0.0133418096079867	0.143950174106101	0.22214447385076	0.031413612565445	4.48139459665781e-05	2.66498669256094e-06	0.0355261759004104	0.00896057347670251	0.00261461964993463	0.0208103069694606	0.00312689663639673	0.0415062021354184	0.206104699479334	0.0415096695355335	2.96978559536623e-06	0.131353560485256	7.55756345969742e-07	0.00245700245700246	0.0301461538195336	0.0194956692177633	0.2441168822609	0.0298989295561932	0.175306701726772	0.0319304252547051	1.35584939358443e-06	0	0.0291933057540429	0.0429646059985821	0.00183316378875305	0.000176020623641404	0.0321069959921908	0.0355411954765751	0.0108695652076882	0.00929560965716418	0.00851063829787234	0.0245039091814598	0.0365551115239833	0.0143280632411067	1.22220339446983e-05	0.0173010380622837	0.00379073170437633	0.00901124411599799	0.00440118113157876	0.166972203603854	0.0262188342178825	0.00533114249947156	0.0127654912343656	0.0336956383533219	3.79096108674126e-07	0.151402528583184	0.177064663541961	0.090010080277833	0.0195784608652477
CT>AC	0.00510092610533191	6.15397716067169e-20	0.00857629492851309	0.0156557637844122	0.00969250189312941	0.0112917582029721	3.41202241280143e-09	0.00472017857562524	0.0229471864397358	0.227575551297751	0.0294935809219895	0	0.00457162523421166	0.0048314456063806	0.0119912914025757	0.104344015523607	0.0232885457871435	0.0231463217143357	0.0134571375463734	0.00208883649971261	0.0118116521362572	0.0102647826824543	0.209776092447241	0.0129017225450383	0.00568956052438241	1.1781548248705e-06	0.0117771149739101	0.0274667393620465	0.005274551706175	0.143813998728231	0.0117042494731566	0.00280866547895217	0.00714356973531567	0.0193197889077828	0.0284374978443768	0.124817154158534	0.0126759079670991	0.0508470258247101	0.0103813925815969	0.0497294786825928	0.00720251321737798	0.000896568599199943	0.44372936332683	0.157433030564299	0.0230675244461404	0.0182591865568851	0.00248812783295251	0.0131669192254679	0.0144111848563577	0.0240718029237676	0.429970978057564	0.000246882919468685	0.00844827586206897	0.0123811675755491	0.0286236033309079	0.0212000484019809	0.116685890543561	0.018947260553949	0.0233386992188301	0.276804480490096	0.0293441951380534	0.0074794315632012	0.000895359638212963	0.0218973132879169	0.00332052809746403	0.00448028673835125	0.0123075726451057	0.00572421751099956	0.00439073224693922	0.00758522821415263	0.14485113678958	0.0195982334296144	0.0118563843268262	0.364598869109535	0.000131008427202776	0.00153562653562654	0.00891535632125311	0.0423123707583813	0.133804427013048	4.88154079329495e-06	0.33106846946662	5.3855318606501e-05	0.00758460936945748	0.0132374243086202	0.00441895449417074	0.02703939150859	0.000996679228950993	0.0137637581328932	0	0.0145395799676898	0	0.0187815505552106	0.00425531914893617	0.0262918915749303	0.00883440305163974	0.00642292490118577	0.0208228245359646	0.0207612456747405	0.00107510236836295	7.22225639533509e-06	0.0127021073251658	0.110830088537842	0.0022735646587819	8.53957875490034e-20	0.0106119415676987	0.00488717936468607	0.00106078176715558	0.013321128037846	0.13294268537315	0	0
CT>AG	1.09868598966836e-19	0.00781679573703883	0.0159326514262777	0.00786821816495091	0.000263035379348811	0.00279112355200506	0.000282324317807654	0.00404424242716521	0.00203817363101976	0.000898934633606801	0.00260850914051864	0.0241910022723397	0.00578573791025394	0.0120090974421786	0.000158691942087942	0.00602183161786654	0.0240499097554939	0.0980416930496745	0.00480008053223583	0.00428088513799969	0.00316271898460089	7.80207308041865e-07	0.0136882653698755	0	0	0.00629716769710917	0.0142609314201648	0.0169087405509183	0.00152733275351501	0.0279140028495178	0.00032839125656779	0.00150701064963635	0.000447709114119836	0.0600985068494165	0.115987649245798	0.0128985799112925	0.018188859415335	0.0541410733099463	2.82072806582547e-09	0.0108869359907648	0.00727913569841391	0.000100884656092577	0.00851397127829507	0.0139874640335953	0.00769722882049079	0	0.00429596234955269	0.015620327443622	9.99793982184655e-20	0	0.0028238035832749	1.18638409736334e-07	0.0108620689655172	0.00022763127046182	0.0235091407600076	0.0670700830434879	0.0132118906210983	0.0164741265093105	0.105234294485656	0.0122189612768645	0.00683935060785007	0.00598354525056096	0.00032090219538056	0.0113404863066305	0.0105790596267506	0.00627240143369176	0.00367060912495856	0.00785612974981867	7.90468994887336e-16	0.014583417198896	0.00986185730800151	0.00841864350695668	0.00114534720205554	0.00996220148203066	0.00207529175285128	0	0.0113627645364799	0.0306631415886607	0.00455443283119937	0.0292682725824774	0.00454622297925874	0.0111093591147165	8.95669579115478e-14	0	0.00813275667544189	0.0142875995839208	0.000133768734551345	0.00221048283483848	0.0222604263060767	0.012924071082391	0.021739130436326	0.00161220030696591	0	0	0.00944300006339167	0.00395256916996047	0.0393019606335661	0	0	0.0273826877584004	0.00965980847547346	0.0276902704026291	0.0117450466898939	8.53957875490034e-20	0.00809866567645343	0.00252863850294403	0.00042536628932265	0.0297827706756519	0.00871252796306042	0	0.0099915636069231
CT>GA	0.00229569737861527	0.00513939606948082	0.00658243571321352	0.0157001351264972	0.0003903951361823	8.12602962952682e-12	5.48597305915615e-20	0	0	0.00287397379882047	0.00827211145639882	0.0120848051748111	0.0017641331405795	0.00449717047333522	1.84615360725735e-05	0.00337865185535683	0	0	0.00343475305755712	0.00136130760947361	0.000394049660729892	0.000249400849494102	0.00538311608455737	0	0.00578779410555503	0.00232988981390333	0.00175775197387939	0.0186476414620408	0.000448151064553522	0.00786549207190647	0.000361787467640117	0.000866038278807944	0.0004770907316654	0.000205745510841333	0	0.00293203995812819	0	0	0.00198736829593805	0.00596752442308021	0.00260516435522182	0.000331303473108928	0.00484961708316718	0.0107624389292887	0.00725702883986388	0.00142986667751307	0.000757823662036701	0.00468820331601571	0.00133855789394067	0	0.00445656360987064	0.000461989569008654	0.00258620689655172	0.000308472410604657	0.000234426836122896	1.21504996903615e-06	0.000743066194829309	0.00194979532774683	0	0	0.0073097380123071	0.00897531787584144	0	4.5057148851674e-16	7.84776682657872e-10	0.0017921146953405	0.000939951324065938	0.00534310364188362	1.91253271421344e-20	0.00238022562893293	0.0071679432391111	0.00742109205688714	0.000239408818169865	0	0.000653556877118865	0.000614250614250614	0.00106148466014157	0.000859019410079505	0.00332804685840149	0	0.00114713816937468	0	0.000370590297464624	0	0.00211545693869876	1.08000163651705e-06	0.000500604540561192	0.000633751885566764	0	0	0	0	0.00425531914893617	0	0	0	0	0.00346020761245675	0	0.00592821501015001	0	0.00847032785355433	5.63546796715469e-20	0.00107228841276278	0.00428658212178103	0.000983977229090329	9.8203162617987e-06	0	1.29312467892865e-06	0	0.0138206565338425
CT>GC	0.000475351520175501	0.00344942693946218	0.00270466935296897	0	0.00353768278091721	1.54558154673172e-07	0.0018578125916586	0	0.00728307867806024	0.00369801677385543	0.012829866679595	0	1.40453567621426e-19	0.000285092477983297	0.00578070255046668	0.00955729478748435	0.00105847591240594	0	0.00129766551313401	0.000299302816197328	0.000460366154883483	0.00665442806379031	0.0025842573082176	0.000103893224432909	0	0.000275964740773971	0.00242008726099436	0	0.00191466181533261	0.00218917476388588	0.00608618308089347	4.2635044620242e-06	0.00851154623791922	0.000698192148288664	0.000130646416802997	0.00338829614125578	0.00696168079280779	0	0.000578499902256739	0.00177656208590392	0.00283503179832963	0.000413005259208975	0.00139110076489858	0.000642720558010778	0.0162632483812656	0.00857308514002523	0.000203732369364726	0.00226513610331445	0.00863015419325597	0	0.000131136881034206	0	0.00224137931034483	0.00461341269393779	0.00175896170309937	0.000236003773307018	0.0013311798800053	0.00355570632464208	0	0.00622042767571276	0.00732887905224747	0.00074794315632012	0.00124025686186355	0.00161258821768788	0.00181980076215122	0.0017921146953405	0.0104641516999773	0.00386347494105431	6.43804749097556e-20	0.00787689800811033	0	0.0151908578488334	0.00502020419149055	0	0	0.00184275184275184	0.0016921757394183	0.00655192160534325	0.00213379488607284	0	8.68983496640697e-05	0	0.00755514285177002	0.0267215347088312	0.00108123354644603	0.00633577730894351	0.000418181100344984	0.00958928920899118	0	0	0	0.00430645210682349	0	0	0	0.00296442687747036	0	0.0103806228373702	0	0.0109268835307131	0.00940815915650446	0.00691747583240068	0.001582957428655	0.000752055143771266	6.01870649330948e-20	0	2.28197202167274e-05	0	0	0	0
CT>GG	0.000447787653283036	0.00400272945435864	0.0057701826135601	0	0.000483298379246517	4.33124148195967e-05	0.000853231343443985	0	0	0.00329993934996718	0	0	0.00271122337081904	0.00692742706004664	0.000591684111013641	0.00218910454688667	0	0	0.000980772703892657	0.00171906718288123	8.0911032296315e-67	0.000816954933535615	0	0.00718515338465596	0.0058014795392418	0.0023019884400308	0.00436215038599508	0	2.9859375511842e-30	0.00376286150316086	0.00050029502746172	0.000124751697305409	0.000642230538111101	0.000400533087125882	0.000129808589335818	0.000189821843732214	0	0	0.0055753139713964	0.00076013784502513	0.00321814420350931	5.55756827266834e-10	7.04270628922014e-08	0.000955682536644649	0.0161501264534758	0.00179266622212665	0.000306384807631477	0.00229787284789424	0.000442676119230247	0	0.0013110029997062	1.8136272066204e-09	0.00775862068965517	0.000183611748816736	0.00016552772955699	2.99469827412611e-16	1.93553091844283e-11	8.11137829842185e-08	6.44481333385078e-12	0	0	0.00448765893792072	0.000267151623652932	2.08230146558842e-11	2.68092711778051e-09	0.000896057347670251	0.00285102583222517	0.00448203785042454	0.00216023340175052	0.000133992837618323	5.96077778934263e-13	0	0	0	0.0125193649674231	0.000614250614250614	0.00186682121914209	0.00366927454576448	0.000866258390900599	0	6.94658125804989e-07	0	0.000381911838288667	0.0133579885908347	0.00150432493418578	3.07128877979313e-05	7.87068539123881e-05	0.00137692292901575	0	0.00161550888529887	0	0.00208683895057895	0	0.01403731832278	0	0	0	0	0	0	0	0.00461504506710484	5.63546796715469e-20	0.00315729955840213	6.01870649330948e-20	0.0029600886711855	5.6985417775681e-26	0	0	0.00692842518079182	0
CT>TA	0.046868112787804	0.00452973755576887	0.0148137539027335	0.00712272778418173	0.00113697154045806	0.0153362306916271	0.0118241600535039	0.000377532295506104	0.0120469597628082	0.0181632846785915	0.00817900648669983	0.024173419787237	0.0127989769232289	0.0146587446558568	0.00135013080194319	0.0217385214679237	0.00565737401379637	0.000290773478286028	0.0127958934376693	0.0102723883277797	0.000876804673160034	5.08938625823561e-19	0.0135312683739911	0.0501865409677912	0	0.00516154605155143	0.0148448379752647	0.00738894051609671	0.00745724407941888	0.0456674096260638	0.00199160969497744	0.00537345442855791	0.00415847953465858	0.00111373363151539	0.000970331125522468	0.0227223281172016	0.000419556174224559	0.000365823619228258	0.00476158243814313	9.48234089953452e-06	0.0112635047122826	0.0325237149119102	0.0153354077297087	0.0262983222551885	0.0297927563191155	0.00661897355290831	0.00489372816623707	0.0262956006641247	0.00397175693744104	0.011334869746217	0.00437768367875516	0.0371841632235597	0.013448275862069	0.00211390800380654	0.00359509482608074	0.0020335145906532	2.63031007225344e-05	0.0149827735775321	0.00131447506002699	0.00582362423567962	0.0290662111348501	0.0134629768137622	0.0187395246650654	0.000813477949554601	0.00732674809715766	0.00716845878136201	0.000678562879615969	0.0251744136876672	0.00570692315080344	0.0119444747826543	0.0115521959908575	0.00317246574795431	0.000763285412923888	0.0107900228570025	0.00940266522311066	0.0196560196560197	0.016699563055184	0.00845580373761272	0.00101392914951766	0.033454884469851	0.00557892923665389	0.0022246996272808	7.83552557306584e-05	0.0400628961758544	0.0121286197818729	0.0066416059739945	0.0205012525960004	0.00375438366981177	0.0105210472131147	0.0177705977382876	0.0108695652140895	0.00129051066103676	0.0170212765957447	0.00663633478361369	0.0164501708274498	0.00543478260869565	0.0215383481071856	0.0242214532871972	0.0409852098147921	7.61988360805288e-06	0.00759634051582314	0.0315776582344246	5.63546796715469e-20	0.0316250283835892	0.00775969459399199	0.0199297215749247	0.014625063937177	0.0223746004797729	9.72895046263782e-05	0.0044792610668678	0
