Hartwig-Breast_common_DBS11	Hartwig-Breast_common_DBS13	Hartwig-Breast_common_DBS20	Hartwig-Breast_rare_DBS5_a	Hartwig-Breast_rare_DBS18	Hartwig-Breast_rare_DBS21	Hartwig-Breast_rare_DBS5_b	Hartwig-Breast_rare_DBS2	Hartwig-Breast_rare_DBS28	Hartwig-Breast_rare_DBS27	Hartwig-Breast_rare_DBS26	Hartwig-Breast_rare_DBS24	Hartwig-Ovary_common_DBS13+20	Hartwig-Ovary_rare_DBS18	Hartwig-Ovary_rare_DBS5	Hartwig-Ovary_rare_DBS20	Hartwig-Kidney_common_DBS13+20	Hartwig-Kidney_rare_DBS13+19+20	Hartwig-Kidney_rare_DBS19	Hartwig-Colorectal_common_DBS2	Hartwig-Colorectal_common_DBS5	Hartwig-Colorectal_common_DBS20	Hartwig-Colorectal_rare_DBS2	Hartwig-Colorectal_rare_DBS8	Hartwig-Colorectal_rare_DBS18	Hartwig-Colorectal_rare_DBS29	Hartwig-Colorectal_rare_DBS28	Hartwig-Colorectal_rare_DBS27_a	Hartwig-Colorectal_rare_DBS10	Hartwig-Colorectal_rare_DBS27_b	Hartwig-Colorectal_rare_DBS26	Hartwig-Colorectal_rare_DBS16	Hartwig-Bone_SoftTissue_common_DBS13+20	Hartwig-Bone_SoftTissue_rare_DBS1	Hartwig-Bone_SoftTissue_rare_DBS18	Hartwig-Bone_SoftTissue_rare_DBS5_a	Hartwig-Bone_SoftTissue_rare_DBS5_b	Hartwig-Lung_common_DBS13+20	Hartwig-Lung_common_DBS2	Hartwig-Lung_common_DBS5	Hartwig-Lung_rare_DBS19	Hartwig-Lung_rare_DBS18	Hartwig-Uterus_common_DBS13+20	Hartwig-Uterus_common_DBS11	Hartwig-Uterus_rare_DBS5_a	Hartwig-Uterus_rare_DBS18	Hartwig-Uterus_rare_DBS28	Hartwig-Uterus_rare_DBS5+19	Hartwig-Uterus_rare_DBS5_b	Hartwig-CNS_common_DBS13	Hartwig-CNS_rare_DBS14	Hartwig-CNS_rare_DBS11+20	Hartwig-CNS_rare_DBS19	Hartwig-Prostate_common_DBS13+20	Hartwig-Prostate_common_DBS13	Hartwig-Prostate_rare_DBS28	Hartwig-Prostate_rare_DBS27	Hartwig-Prostate_rare_DBS35	Hartwig-Prostate_rare_DBS5+19	Hartwig-Prostate_rare_DBS2	Hartwig-Bladder_common_DBS11	Hartwig-Bladder_common_DBS13+18	Hartwig-Bladder_common_DBS20	Hartwig-Bladder_common_DBS2	Hartwig-Bladder_rare_DBS28	Hartwig-Bladder_rare_DBS18	Hartwig-Bladder_rare_DBS5	Hartwig-Bladder_rare_DBS31	Hartwig-Skin_common_DBS1	Hartwig-Skin_rare_DBS13+20	Hartwig-Skin_rare_DBS21	Hartwig-Skin_rare_DBS2	Hartwig-Skin_rare_DBS27	Hartwig-Stomach_common_DBS13+20	Hartwig-Stomach_rare_DBS18	Hartwig-Stomach_rare_DBS5	Hartwig-Stomach_rare_DBS19	Hartwig-Stomach_rare_DBS13+25	Hartwig-Stomach_rare_DBS40	Hartwig-Stomach_rare_DBS13+20	Hartwig-Stomach_rare_DBS26	Hartwig-NET_common_DBS13	Hartwig-NET_rare_DBS5	Hartwig-NET_rare_DBS20	Hartwig-NET_rare_DBS27	Hartwig-NET_rare_DBS34	Hartwig-NET_rare_DBS41	Hartwig-NET_rare_DBS32	Hartwig-NET_rare_DBS20+25	Hartwig-Pancreas_common_DBS13+20	Hartwig-Pancreas_rare_DBS13+19+20	Hartwig-Pancreas_rare_DBS20	Hartwig-Pancreas_rare_DBS28	Hartwig-Pancreas_rare_DBS18	Hartwig-Biliary_common_DBS13+20	Hartwig-Biliary_rare_DBS5	Hartwig-Biliary_rare_DBS18	Hartwig-Liver_common_DBS13+20	Hartwig-Liver_common_DBS13	Hartwig-Liver_rare_DBS18	Hartwig-Esophagus_common_DBS5	Hartwig-Esophagus_common_DBS26	Hartwig-Esophagus_common_DBS13+20	Hartwig-Esophagus_rare_DBS18	Hartwig-Esophagus_rare_DBS24	Hartwig-Esophagus_rare_DBS5	Hartwig-Esophagus_rare_DBS2	Hartwig-Esophagus_rare_DBS19	Hartwig-Head_neck_common_DBS13	Hartwig-Head_neck_rare_DBS5	Hartwig-Head_neck_rare_DBS11+20	Hartwig-Head_neck_rare_DBS18	Hartwig-Head_neck_rare_DBS4	Hartwig-Head_neck_rare_DBS5+19+20	Hartwig-Head_neck_rare_DBS20+25	Hartwig-Lymphoid_common_DBS22	Hartwig-Lymphoid_rare_DBS7	Hartwig-Lymphoid_rare_DBS1
CC>TG	0.0125667825178712	0.00418696708041336	0.0108170804244188	1.21955862868448e-23	0.00954805029172372	0	0.0274846197506851	0.0030369609949864	0.00111941049141821	0.0151989392251298	0	0	0.00746825989544436	0.00818387178935943	0.00460471674943195	0	0.00757735213639234	0	0	0.00286710961503075	0.00177232031045134	0.00824243001409861	0.00283608658847021	1.50110249555407e-09	0.00148067976479593	8.27432029229122e-08	9.20546166649621e-05	0.00542221037531348	0	0.0102648604300623	3.10351441863469e-07	0.0131705878512534	0.0106883283454468	0.00470918081404834	0.00943551016982934	0.00350405985548026	1.04785997773303e-05	0.00330748785881636	0.00157701893705082	0.00415494789966221	0.00185950261455725	1.85406859612074e-05	0.00971046948523701	2.64646575787306e-10	3.11256240946611e-06	0.00146519231047789	0.000151993116310931	0	0	0.0150753768844221	2.65716353005206e-21	0.0125913888453139	0.000862713198489666	0.00810612784138609	0.00232719728872289	0.00146763079268438	0.0649679074924721	3.07629924304995e-05	0	4.48288969943171e-06	0.0300190440886413	0.00402037183640957	0.00788930187590388	0.00450200481331239	0	0.00775170632672963	0.0107338749211517	0.000709955192618707	0.00487332864180155	0.0100040189153561	0	0.00218771592766725	0.0165270171667764	0.0124760076775432	7.4953099463951e-12	0.00306721804745841	0	0.0021424655553217	0	3.31355910494908e-06	0.0229498369224414	0.00241545893719807	0.00262139420892884	0	0.0292584934783872	0	0.0130809495192197	0.0161711121751476	0	0.00588235294117647	0	0.00415717826226073	0	0.00483041103930562	0.00813008130081301	0.00863969307930731	0.00802583528867777	0.010005097782441	0.00487560896428527	0.0180960371185713	0.00763965814806578	6.73484950768636e-20	0.0069172143670359	0.00245560840156909	0.00441763122960167	0.0177460891510634	3.42515099073815e-13	0.000832170016386917	0.00636604774535809	1.05033029373075e-07	0.0201951701610187	0.0031094156574149	2.48235439058451e-13	0.000752885243079404	0.004129312712426	0.00145772594752187	0.00534312367457312	0.0010591324546404
CC>TT	0.247518358939968	7.49901584923469e-20	6.59486988191164e-20	0.0167527988549469	0.00346438207213528	0.0503963459814695	0.0147173448094601	0.0133052544421641	0.0178056856972428	0.031602359369112	0.00195442413975985	0	0.0146875777943739	0.0138342783865211	0.00602804377138082	3.4737355183531e-05	0.0218901283940223	0.029837007860823	0.0202950935861244	0.0127521231760722	0.00267425262471985	0.0266375541056694	0.0205104043912549	0.00319618228059282	0.0181674120720825	0.0846962661367618	0.0074573133260193	0.0248469695652883	0.0178616376147203	0.0162927463008289	0.0234619997182937	0.0680631169148593	0.0367678495083369	0.841815421786262	0.0103860060438309	4.16947034155107e-07	2.1787197550353e-08	0.0373585208227752	0.00484270158680291	0.0148806756060592	1.51582254917892e-05	0.00555508033430146	0.00695623181307462	0.177722284659843	6.8934120241762e-10	3.42422429132045e-06	0.00430244924380176	0.0171417667679367	0	0	0.0629359105804447	0.191426463276852	0.0193996127936577	4.11962692263759e-18	0.0459248345517966	0.00713550928163523	0.0535483817095178	0.00878886394858997	0.0201414837635907	3.83161495361931e-08	0.214033664777419	0.0134872438029716	0.00143666794750649	0.00910253792412258	0.00580235543641962	0.00661422064955229	2.84603683809653e-06	0.0613142494246037	0.745302603800141	3.14344198307346e-05	0.0492290798967227	2.2993096008715e-06	0.000519696624854514	0.0134357005758157	0.00112593819926672	0.00751253410435777	0.0031153388733088	0.0414696165580749	0.0627322535658337	0.0367568394997222	0.0351257909076559	0.0217391304347826	0.016300413567352	0.030191374057831	0.0531934726583518	0.0117893207864962	0.0125966502052161	0.324019488479832	0.0112989059490167	0.0163398692810458	0	0.0276759735843612	0.00612292351434811	0.0150973432202011	0.015356820234869	0.0103864765363435	0.00912900772565472	0.0101376883576119	0.0120124677443361	0.00467083981500407	0.0193828141089204	0.00670235640099646	0.0275575266697314	0.033941237569565	0.00852640211303443	0.00420511270305888	0.0219112487424567	0.0144683095592325	0.0212201591511936	0.0313163073230303	0.107637746818735	0.000433700108005472	0.0081110487293671	0.017604396132896	0.0731308915158498	0.0481049562682216	0.0221043071409875	0.900824564281107
CG>AT	7.01304298468706e-20	0.00189344767842499	0.00247515569225058	0.00430529786151632	0.00221061744961297	0	0	0.00255386749110291	0	0.00282456577774348	0	0	0.00323624595469256	0.000271229952886148	0.000990914067676348	0.00947150137111697	0.000841928015154704	0.0107948369237455	0	0.00185079053649335	0.00117369653085641	0.000424474535939291	0.00579304290214071	0.00151652701432943	0.00418110272366877	0.00122611140785375	0.000102366496827226	0	0	0	0	0	0.00128259940145361	2.41934671345478e-12	0	0.00138556176945859	0.00715856932390443	0.00600189983893637	0.0011492528359235	0.00175654837191449	9.91225098290268e-13	2.93634653424793e-07	0	0	0.000958383003205943	0.00289318906745674	0	0	0	0	0	0	0	0.00441530741858976	3.18915429741076e-20	1.78883427254146e-08	0	0	0.0028133760257477	0.00673720213955184	1.62967731408198e-05	0.00195779381594399	0.00162416275308983	0.00200500237358347	0	0.00116236571445519	0.000765897284103789	0.0130673282410709	0.000123152709359606	0.000985212985673348	0	0.00320583047439475	0	0.00191938579654511	0.00012217847185463	0	0	0	0	0	0	0.0036231884057971	0	0	0	0	0	0	0	0	0	0.0059986771233846	0	0	0	0	0.00581542427316448	0.00292278199569931	1.85271439906817e-20	0	7.41294562710689e-20	6.73484950768636e-20	0.00357422328910456	0	0	0.00474229064851771	0.00299913323016987	0	0.00212201591511936	5.17046321985107e-44	0	0.000445251086624147	2.24743514606605e-12	0.00201122219511653	0.00653962480201721	0	0	0
CG>GC	7.01304298468706e-20	7.49901584923469e-20	9.27783079799414e-05	0.00155882593987714	0	0	0	0.00165217594143246	0	0	0	0	0.000248941996514812	0	0	0	0	0	0	1.47736761895319e-20	0.000195083740769285	0.000582505255474954	0.000524575422157541	0	0	0	0.000345339836136089	0	0	0	0	0	0	0	0	0	0	0.0010964122478721	1.22434418550363e-21	0.000643150750483658	0.000461764804891884	7.99125995171009e-06	0	0	0	0	0.00138426679426856	0	0	0	0.000758263982896924	0	0	0.00106023524830209	3.18915429741076e-20	5.00316962517859e-08	0	0	0	0.00286034090422086	1.43128079684887e-20	1.52897228659288e-20	1.39062856348624e-20	0.00064590384545129	0.000795737648951349	0	0	0	0	0	0	0	0	0	0	0	0.0022315582633936	0	0	0	0	0	0	0	0	0	0	0	0	0.00065359477124183	0	0	0	0	0.002710027100271	0.000697942798884836	0	0	0	0	7.41294562710689e-20	0	0	0	0	0	0	0	0.000530503978779841	0	0	0	2.69167246023787e-13	0	0	0	0	0.000184502604329353
CG>GT	0.000922173584971485	0.00099170607039043	6.59486988191164e-20	0.00408583055764184	0.00100476083824226	0	0.0127538962359098	0.00283325568430555	0.000616169580561455	0	0	0	0.00174259397560368	0.001474278018508	0.000583671666020577	0	0.000420964007577352	0	0	0.00251766068175456	0.00192212170550681	0.00120528048028154	0.00178454702905026	0.000262624620792274	0.000551439052728029	0.00248253615186316	5.72406231782259e-07	0.00703423684305186	0	0	0.00259030536952084	0	0.000427533133817871	4.6846002529396e-07	0.00611699463522651	0.00343563933765161	0.00367666869371188	0.00531440530268496	0.000435426978606811	0.00434259323565283	0.000577166429913533	0.00241167106266032	0	0	0.00287514900961784	0.0033753872453662	0	0	0	0	0.000758263982896924	0	0	0.00166608396161756	3.18915429741076e-20	8.82765677352471e-20	0.0100291617053203	0	0.00315594175262099	0.00213152000050212	1.43128079684887e-20	0.0013063105157915	0.00514337150607401	0.00225339456066906	0	0.00248210292384854	6.24871450350184e-05	0.000138398468060282	5.27797325826883e-05	0	0	0.00256186747118321	0.0168136912878861	0.00191938579654511	2.42612210350223e-17	0	0.00108283719409842	0	0	0	0	0.00241545893719807	0	0	0.0142510159071881	0	0.0130809495192197	0	0.0141867450678079	0.00065359477124183	0	0	0	0	0	0	0.00814159398243027	0.00118607767706902	0.000939142041374816	0.00330147288097743	0.00297648736801843	6.73484950768636e-20	6.04570029898002e-20	0.00152168124230653	0	0.00369065495648303	0.00379549916154096	0	0.000530503978779841	0.000718767309072852	0	0.00451179369155659	7.55284701407e-05	0	0	0	0	0
CG>TA	4.00534266515384e-05	7.49901584923469e-20	0.000875717206227135	0.00157889332420299	0.00110515928672485	0.0069705183962831	0	0.000412883124996367	0.00679933721784867	0.0147794201863758	0	0	0.000248941996514812	0	0.000196334822054511	0	0.000841928015154704	0	0.00680811198326187	1.47736761895319e-20	0.000176663630464295	0.0028569781471585	0.000528859466499671	4.13259551044297e-12	1.51479008223618e-09	0.0995575342052868	0.00848892583072782	0.00793857631486467	0.28534964494743	0.011691212629926	0.00320271778737963	0	0	0.000944743863395052	0	0.00356100620702898	0	0.000264000129555428	8.90307048479577e-05	0.000519803167324999	0.010673095993445	0.000378366470575317	0.00145732898623113	1.61074789126244e-19	0.000923274184004088	0.00470412583228968	0.00267428504757856	0.0341845871008751	0	0	0.25629322621916	0	0.0452657631852013	0.00121169742663096	0.000426914730255274	0.0101295810527052	0.00487423694135328	0	0.0184518024274839	0.000491596509325245	0.00272823458985646	1.52897228659288e-20	1.39062856348624e-20	9.51176960166369e-21	0.0118306688223934	3.5362497345166e-09	0.000642140696733179	0.000894069639744562	0.000105559465165377	0.00132470613541233	0	0	0.0168105525819529	0.000959692898272553	0.000590873328109835	0	0.00314380499404047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059986771233846	0.0227857633735486	0	0	0	0.00116308485463289	0.00175366919741958	1.85271439906817e-20	0	0.00119059494627234	6.73484950768636e-20	0.0037976122446736	0.000116490407720961	0	0	0	0	0	0.00147319600739907	0	0	0	0.00250353813661497	0	0	0.00545302492591922	0.000184502604329353
CG>TC	0.000741595839293036	0.001089532666223	0.00343279739525783	1.00262366468586e-65	0.00221031893786818	0	0	0.0057041863870365	0.000519015714716915	0.0168457257851491	0	0	0.000248941996514812	0.000402510059159699	0.000424083041265543	0.0118995131163656	0	0.0109034191463246	0	0.000626827503213711	0.000246292966926648	0.00154344309451208	0.00917695450032364	0.0035435287360438	6.20536083774384e-05	0.00260234200265506	0.000536707081730195	0	0	0.0185405396805259	0	0	0.000855066267635742	8.37887238735743e-05	0	0.00679916956458112	0	0.0116393952883163	0.000990852306727236	0.00347189256915122	0.000284041516459257	3.65870678021224e-09	1.25165343609851e-19	0.0077939200341711	5.64710022653279e-06	0.000359748923773905	0	0	0	0	0	0	0	0.00121169742663096	0.000965493372399128	0.000816004602174782	0	0.0057606983945755	0	0.0185227129219394	0.00660915309853725	1.52897228659288e-20	1.39062856348624e-20	0.000899920179640204	0	0.000634182004826765	3.84106658838473e-05	0	0.000105559465165377	0.00132820614236194	0.017456164285808	0.00549017936627536	0	0	0.00324908749518823	0	0.0011157791316968	0.0097585555041923	0.0160017677751093	0	0	0	0	0	0	0.016248674211956	0	0	0	0.00130718954248366	0	0.00462804254882042	0.00105409716343205	0	0.000903342366757001	0	0	0.00148168949632701	0.00270628076164975	0	7.41294562710689e-20	0.000331504509117685	0.00244123426197549	0.00158998612063529	0	0.0021661291016609	0.0113277287174034	0	0.00106100795755968	0.000406469155271103	0.00359161780030544	0	0	0.00225813661282169	0	0.00145772594752187	0	0
CG>TT	0.000487640913641953	0.0052982763334516	0.000462778345111283	0.00676021750714057	0	0	0.00844791079731711	0.0132245487910842	4.19259681285468e-15	0.0146213271741345	0.00607711290748943	0	0.00323624595469256	0.00638077103617483	0.00342176159260553	0.00336377943066181	0.0044201220795622	0	0.00547211307160216	0.00504616973955713	0.00395281232750848	0.0030582246230965	0.0150044862157108	5.90294979348951e-05	0.000356478824954503	0.0106565773699648	0.000685126555600534	0.00521756614201067	0	0.0197870895026018	0.00562415263438463	0	0.00470286447199658	0.000373250184805307	0.00260447311483224	0.00344647652974302	0.00557359047144057	0.0209206592264846	0.00391866872340709	0.00655584539940044	0.000208835356240482	9.28891990492768e-08	0.00145732898623113	1.61074789126244e-19	0.00508870276472394	0.00514195531832594	0	0.00665787082396132	0	0.0050251256281407	0.00359722557912414	0.00443064371238311	0	0.00772407306621877	8.78982351249746e-11	0.000237984395013339	0.00418820336496883	0	0.0160116387230419	0.0358734441872383	0.00251762887795561	0.00221258818542063	0.0030345112657034	0.00326786802661536	0.00356859890895394	0.00439640014694844	0.00289852637176219	0.0302718523712687	0.000527797325826883	0.00263891225985473	0	0.0155756867404195	0	0.00479846449136276	1.81399091587477e-16	0	0	0	0	0.0120582490133647	0	0.00483091787439613	0.0036670304506101	0.00771633616368704	0	0	0	0	0	0.00522875816993464	0	0.0124821866823213	0.00204615265995207	0.0116552800559668	0.00451671183378501	0.00415747217250288	0.00343678984543601	0.00574220045279694	0.00239117277338683	0	0.00802827203737805	0.00488408176333563	0.0018307310888259	2.92765156795123e-05	0.000993740083509423	2.6500498506567e-05	0.0209440442655587	0.000987832923180942	0.00795755968169761	0.00296503855838598	2.57041731030029e-05	2.86031530501527e-07	8.08713200214074e-07	0.00816880244606176	0.0109846536955078	0.00583090379008746	0	5.46776207878802e-07
CT>AA	0.0180688984779046	0.0210752464741875	0.0329790199054723	0.19061827014308	0.052063188217735	0.00996592059390917	0.270776443243014	0.0235917223460506	4.86821580515147e-14	0.00508874323544571	0.0453535508765733	0.148936297293961	0.0383370674632811	0.143260322805035	0.296104471693182	3.24348340673243e-07	0.0172595243106714	0	0.000139713559940574	0.00565306780025095	0.250187265387474	0.00559145266994901	0.00880305145287179	0.0114358079965344	0.00341377064081948	0.00839551879925694	0.00145271039975833	0.058566017247687	0.0115134789826791	0.0129055936475116	0.0325121707854035	0.0130244335435733	0.0162462590850791	0.00161454322558741	0.106393948097416	0.253454906155898	0.17842413023493	0.0539968606176368	0.00740555369241122	0.184648745986655	0.000670987790482397	1.80168491582262e-05	0.0428203477900644	0.035682809226504	0.375736926850715	0.122826751616327	0.00102779754597219	0.0823831143690601	0.116175376564927	0.0301507537688442	0.00424446002257728	0.0309798736942189	0.00528995844135037	0.0194470246980052	0.012051602226942	8.43291617979015e-06	0.00518823311908191	0.0151787029592838	0.0867975516006453	0.0816222332100763	0.0296825247535968	0.100438832343979	0.0472836631477222	9.51176960166369e-21	0.00250391747519297	0.108565831421937	0.422406499492144	0.00344630639927004	0.00226952850105559	0.0203956149594024	0	0.0340108049908844	0.0334986950918641	0.0595009596928983	0.120862730800588	0.303668771098	4.7742447830874e-18	0.00106972139189012	0.0010029342194913	1.49161724423661e-06	0.0287906073260679	0.0108695652173913	0.129899450917654	0.0422843595347589	0.0265967363291765	0.144023885210951	0.0522935319571798	0.0159809904728098	0.0420191076548665	0.0261437908496732	0.012824720600239	0.0319976073080577	0	0.136961260251543	0.040650406504065	0.186417382514345	0.135521008316627	0.0159795220459807	0.01041704485382	0.173795663496238	0.164835795116645	0.0125501121681684	1.00920681625835e-19	0.0965650526232409	0.121767155501976	0.241944693050662	0.0326573221425362	0.0195345155734341	0.0196286472148541	0.17181787332523	0.0229344937041812	0.111645110948361	0.101068481517915	0.0505397114060816	0.0198669725656063	0.0160349854227405	0.0137957804256965	1.00269863843988e-10
CT>AC	0.00603145551000715	0.00675614578771651	0.00766106765928538	0.0382400852338383	0.301661217236884	0.0127397618944196	0.167412837933828	0.0034718984800351	0.00578420264947683	0.00249409884989051	0.0241017909791993	0.0106382956974942	0.013193925815285	0.22903347741695	0.0911584960214176	3.49829019185503e-09	0.00926120816670175	0.00967978410350213	0.0179176036012725	8.83687583007626e-17	0.156042166089667	1.31286049473804e-20	2.51412254132879e-07	0.00124795122444487	0.435813796857661	0.0426147883768885	0.0118258014941297	0.00939559520166754	0.0154676350565411	0.0051751114558364	6.0796137422754e-05	0	0.0106883283454468	0.00030624991369783	0.518049279039352	0.15531881284978	0.0222074683151911	2.05312275835331e-21	2.39431029990561e-11	0.138614932398135	0.0188386722422432	0.66546589905905	0.0205875219373598	0.0261022107297431	0.0946818478871403	0.267833037461134	0.00817474943804044	0.0446548555149436	0.0158074117979544	0.0552763819095477	0.00990988717784052	0.0121442159065235	2.70225870112869e-15	0.00408588813189122	0.00468529519333565	0.00686832738137836	0.0189225257821095	0.00941728674038588	0.126936425762894	0.00817028195245214	1.43128079684887e-20	0.167629992810259	1.39062856348624e-20	9.51176960166369e-21	0.00974505659919425	0.39046857614427	0.0406312521438358	0.00703775079054239	0.00137227304714989	0.0118156796527639	0.0346315172429169	0.00392666562557001	0.0335520534551025	0.0393474088291747	0.427124475968932	0.0600776066637427	0.00859082234162322	0.0165868732705172	0	0.027235798277074	0.0439673020257997	0.00845410628019324	0.153377692412776	0.0157694986530881	0.0123339299448976	0.014523019072092	0.0392125824253186	0	0.013284765427729	0.00457516339869281	0.029705795890576	0.0131862686071797	0.00531693524326042	0.267656916776058	0.026196928635953	0.0489183658903667	0.346854703540442	0.012664358562302	0.00396980867988823	0.284383958637389	0.0341968796852237	0.0608795064181601	6.04570029898002e-20	0.235308720768843	0.030273787843872	0.110924626263944	0.0106160193760281	0.057902402703673	0.00954907161803713	0.113246885491394	0.00142736355458445	0.604565659000135	0.0301836595446264	0.0478649975348284	0.0178248007687842	0.0145772594752187	0.012565048797023	9.11032291028604e-09
CT>AG	0.00426284923997273	0.0108752994572435	0.0166782180913162	0.0128133526136208	0.0121568540206244	0	0.0159190819809583	0.000799995863740231	3.21338968011462e-06	7.0148301676345e-27	0.0851719157434256	0	0.0224047796863331	0.00896241100274528	0.0154108972275961	0.0421983113266744	0.00568301410229425	0	0	1.47736761895319e-20	0.0314803245412143	0.0140195248753364	0.00694223848315998	1.27816573530507e-05	2.38681177712512e-09	0.00822001045592197	0.000156269288601891	0.0177905137589354	0.0257790584491647	6.27110119126221e-06	0.0626651860188833	0	0.0111158614792646	2.29086186122321e-09	0.00176769401106414	0.0164053286167704	0.014234734946219	0.0184057888751268	0.0013963561641368	0.00777706441231235	0.00145169246652901	0.000194449993808081	0.021859934793467	1.61074789126244e-19	0.00100711958446673	0.00359329929472994	0	0.00277084650701305	0.0156967544310238	0.0050251256281407	0.00210073005617367	0.00960931070255396	0	0.021142400705514	0.00648912717219963	4.81074755943558e-11	0.0110796781486468	0.0296298562236656	0.00698449093007497	0.00249176642362769	0.0039564435715477	0.00415790415162411	0.020710744836015	9.51176960166369e-21	0.0029119138563544	0.00138011122071613	0.014507897211449	2.17318972943934e-07	0.000879662209711471	0.0127145960501714	0	0.0102352125114007	0.016764518073008	0.0182341650671785	0.0164727139382405	2.19983604992028e-06	6.33877210446592e-14	1.17043021315737e-05	0	0.0106434211941422	0.0221780730559945	0.0108695652173913	0	0.00602503659777825	0.011552045826668	0	0.0260105667150845	0	0.0129238896487427	0.0169934640522876	0.0587705302865888	0.00942289499470614	0.00285093989766688	0.00836471995068457	0.00632339656729901	0.0154971614802889	0.0196737332129156	2.95450769046052e-20	0.00253079450722507	0.0175034562849561	0.0121328549616935	0.0480932784336795	0.0147860292292434	0.00835990736174746	0.0193136583472388	0.0220514464881373	7.23501469851561e-05	2.76442958248309e-06	0.010079575596817	0.00596001683644748	0.00862821099668338	2.79742192483995e-05	0.00682508533583674	0.00767210489295971	0.00978296902743737	0.00291545189504373	0.0209407043131443	0.000457002570060674
CT>GA	0.00167060252231715	0.00676015560608027	0.00327515589285702	0.00831626445093162	0	0.00662347541897014	0.00104678616747646	1.0276221935883e-06	8.66777481730994e-21	0.00349168438714295	0.00555630440306843	0	0.00398307194423699	0.00367037197139649	0.0103332477114489	0.0149216938533156	0.000631446011366028	0	0	1.47736761895319e-20	0.00823514984566672	5.38768304739906e-10	0.00216802196121209	0.00131176148006328	0.00539304811099705	0	0.000591165554236411	0	0	1.20770364334935e-08	2.1270927185807e-13	0	0.00342026507054297	0.000107364153801425	0.00292703595881518	0.0078115135916665	0	0.00535293670066249	0.00023253617613458	0.0053484669447727	0.000929201313013838	1.50318392759852e-07	0	1.61074789126244e-19	0.0124589790416773	0.00482198177909457	0	0.00688150623621407	0.0211759469839257	0	0.000758263982896924	0	0	0.00119069180844165	0.000669812523633722	0.000341396915881089	0.00993610382921284	0.00651465247863673	0.0071758630795864	0.00440430041369862	0.00100483883373473	0.00316155052310402	1.39062856348624e-20	9.51176960166369e-21	0.000698427948380666	0.0122024725167695	0.0121952855204387	0.00140260175034235	0.0005981703026038	0.00262743395515169	0	0.00145758856966748	0	0.00191938579654511	0.000585386093138247	0.00322348310532513	0.00108283719409842	0	0	0	0	0	0.0029373003185891	0	0	0	0	0	0.0145474718492141	0.0065359477124183	0	1.51433870274086e-06	0	0.0112233656175203	0.000903342366757001	0.00562738982558121	0.00797065186535945	2.95450769046052e-20	0.00140871306206222	0.0160443724638547	0.00891496514224753	0.00280545333993695	6.04570029898002e-20	1.98895835064048e-07	0.00142258625339161	0.00120779749585093	0.0013873131526749	0.00273099245266459	0.00212201591511936	0.00593690483800577	0	1.21517667797025e-06	0.00266712121428018	0	0	0.0131195335276968	0.00442961740698999	0
CT>GC	0.000539009442338879	0.00248420094316599	0.00350302362943954	9.81734159676761e-106	0.00550582464711357	0.00682637016186236	0.00024883748514785	3.35496791218324e-06	0.00379159822389449	2.23382403182023e-05	0.0118174486316137	0	0.00348518795120737	0.00226823205730841	0.00193857600605371	0.00926650815919548	0.00189433803409808	0	0	1.47736761895319e-20	0.0039688257382974	0.0013875749629809	1.71432803162253e-107	0.00133168055393883	3.50792059246455e-14	0.00399211552725489	0.00239608235006258	0	0	0	0.00353538075474899	0	0.00641299700726806	0.00032904420171064	0.00101875483168319	0.00346952310349759	0	0.00167212898617238	0.000227251882166023	0.0013419828350716	0.00367056097451662	0.000367721797551597	1.25165343609851e-19	0.0025979733447237	0.00146179309052815	0.00254018451326432	0.00402655183728503	0.0137298476221728	0	0.0050251256281407	0	0.0138323653278187	0	0.00385293593367537	3.18915429741076e-20	0.00256142873370157	0.0046545853365589	0.00598143380853122	0	0.00281626210642772	0.0024712797466881	0.000980088712631589	0.00547620851040738	0.000721848111701216	0.00187119870395285	0.00451414941533432	3.09384588904448e-05	0.0102124991477378	0.000650950035186488	0.00734513029572051	0	0.000358647169676059	0.0167781192082362	0.000959692898272553	0.0112949976401639	0	0.00545038012920475	0	0	0	0.0244687590544542	0	0	0	0	0	0	0	0	0.00196078431372549	0.0148795246316641	0	0.00103859758122581	0.00599369189373715	0	0.00803492097518452	0.00465233941853158	2.95450769046052e-20	0.000723578396325903	0.00342783465824183	1.21123450667425e-10	0.0125908731713566	6.04570029898002e-20	0.00343245110591662	0.00243787305335314	4.57921330176307e-10	0.00099562963141291	0	0.00318302387267905	0.00267450636734403	0	0.000721147501149457	0.000877815414301413	0.00176148409133958	0.00594160038618911	0.0102040816326531	0.0188083357796241	0
