Hartwig-Breast_common_DBS11	Hartwig-Breast_common_DBS13	Hartwig-Breast_common_DBS20	Hartwig-Breast_rare_DBS5_a	Hartwig-Breast_rare_DBS18	Hartwig-Breast_rare_DBS21	Hartwig-Breast_rare_DBS5_b	Hartwig-Breast_rare_DBS2	Hartwig-Breast_rare_DBS28	Hartwig-Breast_rare_DBS27	Hartwig-Breast_rare_DBS26	Hartwig-Breast_rare_DBS24	Hartwig-Ovary_common_DBS13+20	Hartwig-Ovary_rare_DBS18	Hartwig-Ovary_rare_DBS5	Hartwig-Ovary_rare_DBS20	Hartwig-Kidney_common_DBS13+20	Hartwig-Kidney_rare_DBS13+19+20	Hartwig-Kidney_rare_DBS19	Hartwig-Colorectal_common_DBS2	Hartwig-Colorectal_common_DBS5	Hartwig-Colorectal_common_DBS20	Hartwig-Colorectal_rare_DBS2	Hartwig-Colorectal_rare_DBS8	Hartwig-Colorectal_rare_DBS18	Hartwig-Colorectal_rare_DBS29	Hartwig-Colorectal_rare_DBS28	Hartwig-Colorectal_rare_DBS27_a	Hartwig-Colorectal_rare_DBS10	Hartwig-Colorectal_rare_DBS27_b	Hartwig-Colorectal_rare_DBS26	Hartwig-Colorectal_rare_DBS16	Hartwig-Bone_SoftTissue_common_DBS13+20	Hartwig-Bone_SoftTissue_rare_DBS1	Hartwig-Bone_SoftTissue_rare_DBS18	Hartwig-Bone_SoftTissue_rare_DBS5_a	Hartwig-Bone_SoftTissue_rare_DBS5_b	Hartwig-Lung_common_DBS13+20	Hartwig-Lung_common_DBS2	Hartwig-Lung_common_DBS5	Hartwig-Lung_rare_DBS19	Hartwig-Lung_rare_DBS18	Hartwig-Uterus_common_DBS13+20	Hartwig-Uterus_common_DBS11	Hartwig-Uterus_rare_DBS5_a	Hartwig-Uterus_rare_DBS18	Hartwig-Uterus_rare_DBS28	Hartwig-Uterus_rare_DBS5+19	Hartwig-Uterus_rare_DBS5_b	Hartwig-CNS_common_DBS13	Hartwig-CNS_rare_DBS14	Hartwig-CNS_rare_DBS11+20	Hartwig-CNS_rare_DBS19	Hartwig-Prostate_common_DBS13+20	Hartwig-Prostate_common_DBS13	Hartwig-Prostate_rare_DBS28	Hartwig-Prostate_rare_DBS27	Hartwig-Prostate_rare_DBS35	Hartwig-Prostate_rare_DBS5+19	Hartwig-Prostate_rare_DBS2	Hartwig-Bladder_common_DBS11	Hartwig-Bladder_common_DBS13+18	Hartwig-Bladder_common_DBS20	Hartwig-Bladder_common_DBS2	Hartwig-Bladder_rare_DBS28	Hartwig-Bladder_rare_DBS18	Hartwig-Bladder_rare_DBS5	Hartwig-Bladder_rare_DBS31	Hartwig-Skin_common_DBS1	Hartwig-Skin_rare_DBS13+20	Hartwig-Skin_rare_DBS21	Hartwig-Skin_rare_DBS2	Hartwig-Skin_rare_DBS27	Hartwig-Stomach_common_DBS13+20	Hartwig-Stomach_rare_DBS18	Hartwig-Stomach_rare_DBS5	Hartwig-Stomach_rare_DBS19	Hartwig-Stomach_rare_DBS13+25	Hartwig-Stomach_rare_DBS40	Hartwig-Stomach_rare_DBS13+20	Hartwig-Stomach_rare_DBS26	Hartwig-NET_common_DBS13	Hartwig-NET_rare_DBS5	Hartwig-NET_rare_DBS20	Hartwig-NET_rare_DBS27	Hartwig-NET_rare_DBS34	Hartwig-NET_rare_DBS41	Hartwig-NET_rare_DBS32	Hartwig-NET_rare_DBS20+25	Hartwig-Pancreas_common_DBS13+20	Hartwig-Pancreas_rare_DBS13+19+20	Hartwig-Pancreas_rare_DBS20	Hartwig-Pancreas_rare_DBS28	Hartwig-Pancreas_rare_DBS18	Hartwig-Biliary_common_DBS13+20	Hartwig-Biliary_rare_DBS5	Hartwig-Biliary_rare_DBS18	Hartwig-Liver_common_DBS13+20	Hartwig-Liver_common_DBS13	Hartwig-Liver_rare_DBS18	Hartwig-Esophagus_common_DBS5	Hartwig-Esophagus_common_DBS26	Hartwig-Esophagus_common_DBS13+20	Hartwig-Esophagus_rare_DBS18	Hartwig-Esophagus_rare_DBS24	Hartwig-Esophagus_rare_DBS5	Hartwig-Esophagus_rare_DBS2	Hartwig-Esophagus_rare_DBS19	Hartwig-Head_neck_common_DBS13	Hartwig-Head_neck_rare_DBS5	Hartwig-Head_neck_rare_DBS11+20	Hartwig-Head_neck_rare_DBS18	Hartwig-Head_neck_rare_DBS4	Hartwig-Head_neck_rare_DBS5+19+20	Hartwig-Head_neck_rare_DBS20+25	Hartwig-Lymphoid_common_DBS22	Hartwig-Lymphoid_rare_DBS7	Hartwig-Lymphoid_rare_DBS1
AT>CC	7.01304298468706e-20	0.00242450222256892	0.00136764149869185	0.00265634042705501	0.00110573723144327	0	0	1.27053258915401e-17	0.000589758928962874	0.0028669953859623	0	0	0.00124470998257406	0.0012264383329624	0	0	0.00168385603030941	0	0	0.000105562222216785	4.45743279405341e-08	0.00167543031759333	0	0.00148486343812816	0	0.00117019946595014	0.000354872942378631	0.00824567524456803	0.00234871839864018	0.00309255255717451	0	0.0145245255310215	0.000427533133817871	0.000152208416602969	0	0.00160889616606496	0	0.000207211554559247	0.00010209978818985	0.00101727331094901	0.00246032064746229	4.67497735153423e-08	0	0	0	0.000482198177909456	0	0.00688150623621407	0	0.0150753768844221	0.00101334424259033	0	0	0.00181754613994643	3.18915429741076e-20	0.000737444297628061	0	0.0130552157260193	0	0	1.43128079684887e-20	1.52897228659288e-20	0.00136385077472485	9.51176960166369e-21	0.00229596908497828	1.80120376183736e-07	0	0	0.000387051372273047	0	0	0.000353673484735947	0	0	0.00758120415543921	0.00342736330856932	0.00892623305357441	0.0097585555041923	0	0	0	0	0.0029373003185891	0	0	0	0	0	0	0	0	0	0.00108503635112136	0.00655958176155291	0	0	0	0	0	0	7.41294562710689e-20	0.00297900531950074	0.0014078542856632	0	0	0	0	0	0.00159151193633952	0	0.00356772410633286	2.44683747616623e-13	1.99129524425413e-20	0.00213492154160442	0	0.0160349854227405	0.0243042983774925	1.54206414654954e-10
AT>CG	0.000526935037853973	0.00121225111128446	6.59486988191164e-20	0	0	0	0	0	0	0	0	0	0.000248941996514812	0	0	0	0.000420964007577352	0	0	1.47736761895319e-20	1.03347140871053e-20	0.000597551567831903	0	0.000901237524049268	0	0	2.26276520598864e-12	0	0.00242141085614423	0	0.00397395301926388	0	0	0	0	0	0	0.000141580562855951	1.22434418550363e-21	0.000665418217335703	0	0.000319892501844363	0	0	0	0	0.00276853358853711	0	0	0	0	0	0	3.26605435751417e-20	3.18915429741076e-20	0	0	0.0140201262507165	0	0	1.43128079684887e-20	0.000522901500016634	0.000340962693681212	9.51176960166369e-21	0	0	0	0	0.000105559465165377	0	0	0	0	0.00191938579654511	0.000933528148180938	0	0	0	0	0	0.0120458962205421	0	0	0	0	0	0	0	0	0.00065359477124183	0	0	0	0	0	0	0	0.000584556399139862	1.85271439906817e-20	0	7.41294562710689e-20	0.00522060594909907	6.04570029898002e-20	0	0	9.77683539358251e-05	0	0	0	0.000491065335799689	0	0	0	0	0	0.00291545189504373	0	0
AT>GA	0.000480679422127524	0.00437704419955361	0.00576651896416203	0.00276052120649256	0.00220947957123909	0.00679034318844419	0.000132974096683196	2.13530576027574e-16	0.0026219920138097	0.00830776473898755	0	0	0.00224047796863331	0.000977286918272286	0.00111250332386575	0.00421991550404581	0.00126289202273206	0	0.00665198984386873	0.00106267767682486	0.00111894286565036	0.0059406237493797	0.000746964636299957	3.3143181860815e-09	0	3.76725615185933e-05	0.00197132367044787	0.0152817490058587	0.00204446772509322	0.0106959566839289	8.30461713288106e-09	0.0285611035804608	0.0029927319367251	0.00108913199520248	0	0.000530220347327682	0	0.00204762654049911	1.22434418550363e-21	0.00122075365241227	0.00404442647248531	7.61537613813304e-10	0.0102013029036179	1.61074789126244e-19	0	7.92601710536677e-19	0.00730271005504811	0.00526345692527905	0	0	0.00227479194869077	0	0.00969980639682886	0.00604379516804666	0.00508033842690584	0.00327460499609932	0.00324269635485021	0.00956999736098645	0.00477964965880718	2.69095697969438e-19	1.43128079684887e-20	3.07101289763807e-06	0.00681925387362424	9.51176960166369e-21	0	0.00336158169285987	1.3033920672323e-12	0.00945619120517661	0.0026917663617171	5.45941816174765e-05	0	0.000341359230834892	0.0166567543262734	0.00287907869481766	0.000296873132773405	0	0.013866601725392	0	0	0	0	0.00241545893719807	0.00477264286554435	0.00838959656561677	0	0	0	0	0	0.00326797385620915	0.0147728748813841	0	0.00100753202412436	0	0.000903342366757001	0	0.00201474545100032	2.95450769046052e-20	1.85271439906817e-20	0.00183518249086038	0.00227358492663021	0.00371573457439809	0.00126307353802134	0.00288953385982417	0.00256190820935492	0	0.00248958135172869	0.00222870919346757	0.00159151193633952	0.000316519389948122	0.00356772410633286	0.000481353348575129	1.84597185091931e-05	0.00463920007591501	0.00683832199937274	0.0116618075801749	0.00851219015172564	0.00145546980868893
AT>GC	0.000890313324270908	0.000443433793214578	6.59486988191164e-20	0	0	0.00683440650980646	0	0	0.0031747932935612	0.0140374419340771	0	0	0	0	0.000574942433176656	0	0.00126289202273206	0.0107403823014769	0.00665198984386874	0.000193210319491842	5.55439371462273e-05	0.00267963959663428	0	0.000610458008394406	0.00140038432803085	0.00535191023014271	0.00105591522481322	0.0079874840874339	0.00474214619738763	0.0052666389272612	0	0.0143784627508412	0.000855066267635742	0.000129865380505423	0	0.00143690713038283	0	2.11825061765248e-05	0.00020524559797188	0.000937521148191312	0.00053230889202592	1.11214958761779e-05	1.25165343609851e-19	0	0.000958383003205943	0.000482198177909457	0	0	0	0.0100502512562814	0.00192647688440504	0	0.00607547117522502	0.00257485703159078	3.18915429741076e-20	0.00115721190502761	0.0201482423817023	0.00632405764326573	0	0.000698844815934869	0.000108110338028709	1.52897228659288e-20	0.000614254254308339	9.51176960166369e-21	0.00154529081787438	0	0.00124534660470443	0.00154560981893097	0.000527797325826883	0.00211121528278942	0	1.24999342495338e-18	0	0	0	0	0.0189682452388456	0	0	0	0	0.00120772946859903	0.002791818986776	0.00872589932026223	0	0	0	0	0	0	0	0	0.00108503635112136	0	0.000903342366757001	0	0	2.95450769046052e-20	0.000469571020687408	0	0.000651019755599448	6.73484950768636e-20	0.00268066746682842	2.75957446246883e-06	0	0.0016742762953675	0	0.00313955757176596	0	0.00147319600739907	0	0	0.00159489267641482	0	0	0.0102040816326531	0.0196041717928905	2.56246307943815e-15
AT>TA	0.00707785020146713	0.00598319305560331	0.0189361970932379	0.0024174363709444	1.44303273473397e-25	0.0403106452168241	2.35439766637528e-11	1.59830169512322e-06	0.00944231382974466	0	0.0172850650657118	0.0212766046538125	0.00472989793378143	0.00165871239475988	0.00197757984756369	0.0264255013121439	0.00715638812881499	0.0208775532471826	0.0400681539924021	0.00102867505178407	1.03347140871053e-20	0.0223924548726889	0.000428347038439765	0.00107583142705138	0.0159046100058927	0.0194933725082027	0.0218970572621432	0	0.00295190177827447	0.0210737306144669	0.0147459138131463	0.0559436028630531	0.0115433946130825	0.00159494387819111	2.39458390397836e-14	6.45674353903114e-14	0	0.00261113061361868	0.00066707346153236	0.000776277380951438	0.0352171848265697	0.00452307072331875	0.00582931594492453	1.61074789126244e-19	0.00332739870328355	0.00541189066924448	0.0217716447813578	0.00597449451188517	0.0197298602942657	0.0050251256281407	0.0231640858827564	0.00852589114890977	0.0351933820182341	0.0175696126861489	0.0013289550067324	0.0265504153769274	0	3.73547348753774e-05	0.0313737826030456	0.000152053733272274	0.0116490454598934	1.52897228659288e-20	0.0023728439971815	0.00131625810156123	0.0264737071672968	0.00367001008026223	0.00269888675630175	0.0199684595611252	0.00276213933849402	0.00983051868744689	0.0342951887385053	0.00383360877351677	0	0.0143953934740883	1.06745080182845e-12	0.000980111163777093	0.0345935120148544	0.000224667898070442	0.0306332480597105	0.0134643495915748	0.0103681372744535	0.0108695652173913	0	0.0241592763670664	0.0115520477897969	0	0	0	0.0129238896467087	0.00915032679738562	0.0443720295429276	7.14358023877308e-09	0.0138890225090631	0.0039837845241225	0.002710027100271	0.0130544252742806	0.00475516669565703	0.00709040867369997	0.00288287684165153	0.00237030987597982	0.0011418906824772	0.00966971103454187	0.0157657450633085	0.00246330376276476	0.0214315853154839	2.49755589983986e-14	1.28275060656848e-09	0.0330188373422233	0.00212201591511936	0.0016878305608002	0.00337469430453813	0.0032431893099719	0.00277117227773336	0.00702020802934448	0.00653962479729049	0.0160349854227405	0.00772269773240611	0.00204717175934678
CC>AA	1.95099710769686e-11	0.276220074642523	6.59486988191164e-20	0.0259581393881654	0.0449918666749465	0.0138186653152103	0.011144775169553	0.652233723198535	0.0135158902252026	0.00564917875856359	0.0367580480944957	0.010637789967579	0.141399054020413	0.110396009245546	0.0698492507248712	0.00132387526237749	0.170279941065039	0.11887235079878	0.00886364856988237	0.609487282912512	0.0436900301549249	0.0187202682306744	0.512000850202416	0.018759451737098	0.0711197585482692	0.00151318006847076	0.00952248971890227	0.00647727444220686	0.00807208906862293	0.000271930582633654	0.0119947257099876	0.00126985091468412	0.197520307823856	6.05112270654899e-16	0.0445055911487752	3.73150714755909e-06	0.00521919891910658	0.145051765932761	0.68867384222597	0.124358949033481	0.00140876375349037	0.00466659085869657	0.203562348573101	0.0264695797054255	0.0590246354281366	0.100319208202208	0.000235474085716423	0.052586178505546	0.000985728277996743	0.21105527638191	4.05876307885831e-09	0.0222234495219115	0.00861161394984094	0.0606761404941669	0.349953145126192	0.000843140530614688	0.000912249036767267	0.00591921584708978	0.0470096294118663	0.585969933572608	0.0902115096872965	0.354068997029628	0.016991455456589	0.601204455861847	0.00036979585763548	1.10559700238592e-05	0.000253293256650747	0.00434427241956779	0.00457424349049965	0.0860476438400885	0	0.490192385680832	0	0.0844529750479846	0.0497362845723827	0.0779308977826117	5.58069828533089e-06	0.139211443598597	5.95677231801523e-06	0.0745539465410477	0.0624742012056917	0.355072463768116	5.59211947812644e-05	0.000522156059177287	0.0468912705473621	0.00786513023413988	1.1250055509392e-06	0.00141353651270676	9.36244169944354e-05	0.195424836601307	0.0577691793932941	5.62676621536343e-05	3.63989074885935e-08	0.0718307615029062	0.245709123757904	1.57894698680999e-06	4.64528833378898e-05	0.270629398033042	0.495749857682938	0.000193985646060778	0.055236009487047	0.0308582974351736	0.174213187756443	0.131318102157331	0.0313258467128645	0.186795264158016	0.551953692387556	0.00657913651209592	0.375066312997347	0.00128413753475468	9.84937396550919e-06	0.00341831757342526	1.81883423154741e-05	2.63380570500018e-06	0.000855216078014291	0.065597667638484	9.6420349955701e-09	6.11132246195976e-12
CC>AG	7.01304298468706e-20	0.0694955870121362	0.0246697564830726	0.0186957752652267	0.0165269209638592	0	0.0328317389918435	0.04987636973658	5.79708319795919e-10	0.00699343923766155	0	0.0106381731356323	0.0353497635051033	0.0360160508926207	0.0322041855849124	0.00297413091713658	0.0357819406440749	0.0388911343253306	0	0.107708854639596	0.0147156885561257	0.000876143143995255	8.47372350901489e-14	0.00367219181441179	0.00220081024105128	5.56389134760528e-07	0.00135123049491014	0.000271399160502177	0.00469879798170568	0.0186922185975862	0.0170800363937065	0.0251306181974927	0.0453185121846943	6.9588309175918e-14	0.0208468954700463	0.0173388425503952	0.0200030077221003	0.0210703954369273	0.0757907927368777	0.0227710282947826	0.000808369544379287	0.000107434949719224	0.0537579408908197	0.0236570967729571	0.00764662970468082	0.010647732924725	0.00110994202921113	0.0101265666184226	0.017399646153765	0.0402010050251256	2.37308091345814e-30	0.0074960010862352	0.00380596953605359	0.0184451552903797	0.0880846084808198	2.70500736959763e-16	0.0111027898153737	0.0378379335190053	2.79713422480529e-10	2.52669070697769e-05	0.0100730673518844	0.0863369894270761	0.00620153173915454	0.0958293707972674	5.82348985335008e-15	0.000343465246328181	0.00012228539077849	0.0019680570486759	0.000967628430682618	0.0238583804156211	0	0.0589477934701541	0.0167592868603629	0.0191938579654511	0.0189367438071297	0.0336593503972576	9.54439239859491e-06	0.0578471763277566	0.0141525921395527	0.0332356303025573	0.00969240818280553	0.0483091787439614	0.0329486419559577	0.000179447970544772	0.0294060432315645	0.0388596437723467	0.0250722126287355	0	0.0218728817683356	0.0450980392156863	0	0.0405488322393287	0	0.0119107288969245	0.0605239385727191	0.00159384706113762	0.0140021266124254	0.0152013892949797	0.0763070488421988	0.151751235968785	0.0132823247590698	0.0177771486961109	0.0383471274319046	0.0610054753960413	0.00576773078153918	0.0511024281664532	0.0393537207277169	0.000305409633222121	0.0397877984084881	0.0331373671194606	0.0203165650208849	0.0245081096264717	0.0343299725465649	0.00202783056539448	0.00493399532731846	0.0204081632653061	0	1.24395335713786e-05
CC>AT	0.0454369704088832	0.0643882526945368	0.0255893812378852	0.0295154595237641	0.0228196879847785	0	0.00833096575387111	0.0831069484729613	0.00386690772817385	0.0170400341022081	0.0139965811953643	0	0.0470500373412995	0.0287967253750902	0.0270023186734423	0.0374903016248528	0.0635655651441801	4.20099894816413e-08	0.0328946520004555	0.117324110392623	0.0356860150164948	0.021901097679556	0.031605156670867	0.0121419620543116	1.23554980015889e-05	0.0633223882444974	0.00232381794889871	0.085098914784078	0.00546343280555718	0.0291105328799141	0.0199755939570531	0.0351853092767349	0.0820863616930312	0.0229413399796733	0.00455567957920798	0.0294580312284347	0.0183968312651364	0.0389518547389916	0.0986468528982765	0.0197498006914249	0.00563327121038294	0.0199514347180556	0.0677329392063893	0.0409658874254369	0.0037806335224386	0.0395805505753904	0.00313029501041546	4.46020722351894e-06	0.023898895375472	0.0100502512562814	0.0396777579124286	0.047146064478106	0.0118020797870865	0.016618645226745	0.102635533308662	0.0012329482930465	0.0329087947528791	0.00389562783239282	0.0400677436482853	0.00101229044108535	0.0241330160086391	0.0692276073770102	0.0163836851533977	0.140402821312241	0.0019980144314342	0.026701243271539	0.0352865664301552	0.0611557557328765	0.0331632653061225	0.0634011441710544	0.00924110963537864	0.0725177398315622	0.115745619096442	0.0489443378119002	0.00252377269475332	0.0661566920010841	0.00290251125689928	0.00488663038455772	0	0.0364361694282735	0.0303014799972517	0.0748792270531401	0.0136709115189282	0.0333996911884982	0.0661479577892006	0.0984455883904025	0.0244061698565477	0.0469913138183118	0	0.0718954248366013	0.023808531817372	0.000181862189595618	3.22533359281988e-06	0.0237973331470761	0.0776874435411021	0.000506703755529951	0.0099946483876947	0.0916977549857231	0.10395300910039	0.00659094002901207	0.0353766334219572	0.0223847044348807	0.0466212807442817	0.0823225198048517	0.0184510991133818	0.0161048109941839	0.0885731927261323	0.000228595177537808	0.0774535809018568	0.0379488947871228	0.0752961904475561	0.00551547369659956	0.0305171931959442	0.031852298552124	5.52500047564801e-05	0.0189504373177843	0.000423735144724674	0.0178280146063489
CC>GA	7.01304298468706e-20	0.0210405634733335	0.00362835880934892	3.64665901017576e-06	0.00661512094407838	0	0.00259832658475147	0.0139025512006368	0.000686216171627238	3.41347471165933e-14	0	0	0.013193925815285	0.00368433312549168	0.00733100917532807	0.0194172752625132	0.00841928015154704	0.00979423792394872	0	0.0237232626592365	0.00233192834747242	0.00247586717256263	0.0180556966553215	0.00489011930553955	9.79067900127184e-05	0.00238068711953829	0.00124763126163519	0	0	3.57439641694897e-08	0.00977997824910955	0.0102264264055121	0.0123984608807183	6.4100351238132e-10	0.00321019086766019	6.11892759972721e-06	0.0136279398767545	0.012688126590014	0.0155187009627771	0.00376187726516872	0.00112983828805086	0.00258156598064445	0.0102013029036179	0.014457156073609	3.64916010464546e-11	1.36283014327299e-08	0	0	0.00791625968139234	0.0100502512562814	0.000777798796493892	1.63573800586748e-06	0.0120849764739305	0.00637862464613316	0.0190770540894201	0.000316171538661631	0.0205480897639509	0.0106661691771312	0.00243329191965399	0.0123440329694472	7.08690999813133e-08	0.00477757733360596	0.00923021570794882	0.0281063792799383	0.00144053752744662	0.00227627177505267	0.00174871788274982	0.0142714512781121	0.000580577058409571	0.0236754283691705	0.0173412926863411	0.0132464707941059	0	0.0153550863723608	8.53683023421599e-08	0.00944158171776376	0	0	0.014528676127096	0.00317959747567829	0.0102347937052119	0.0253623188405797	5.78706565834007e-07	0.0201033560310356	0	0	0	0	0	0.0169934640522876	0.0136261248822163	0.00531636207510402	0	0	0.013550135501355	0.0108863869748249	0.000514208003186731	0.0194722108011226	0.0114512831604823	1.89605301004588e-05	0.00767744264106458	0.00229928052677416	0.0126319020002303	0.0203931623159796	0	0.0182501865922914	0.0159425516855106	3.0865421553941e-07	0.0127320954907162	0.00328091178123832	0.0218407902568535	1.86531211787892e-05	2.20504585322337e-11	0.00447772141388506	0	0.00583090379008746	0.00500867820449123	2.80434425628684e-11
CC>GG	7.01304298468706e-20	0.00483737542974984	1.72417027442004e-12	0.00580208128664649	0.00221137078124523	0.006992241611051	8.75021506124709e-08	1.98304484955385e-06	0.00229296474066424	0.00807563321059356	0	0	0.00373412994772218	0.0012083224887294	0.00100117085294639	0	0.00589349610608293	0	0.00491339793679021	0.00207495973051409	0.00372284834636771	0.00136593712401624	2.80228449517946e-76	0.00347781590986059	1.21966628723061e-09	0.000967812835482089	0.00116090200896713	0	0	0.00765503273476843	0.0024806014969047	0	0.00555793073963232	1.68147730752161e-09	2.96301534053326e-08	1.04853749735154e-07	0	0.00462943713321438	0.000813111490347013	0.000517022485444655	0.000534322026859369	9.91299480678252e-05	0.00291465797246226	1.61074789126244e-19	0.000942115687531893	0.00257836053087549	0	0.00643235944122055	0	0.0050251256281407	0	0.00103240197556848	0	1.77101031912231e-15	0.00724120029299347	0.0013236372997053	0.013725274367569	0	0.00649691787314287	4.47105220929305e-16	1.43128079684887e-20	0.00113175650936554	0.00361120438831684	0.00512453018090037	0.000458965335431712	0.00129072533052892	0.00326240348547619	0.00642828069752239	0.000123152709359606	0	0	0.00245448782762744	0	0.00479846449136276	0.00238859666346023	0.00527124543808309	0	0	0.0155459383112369	0	0	0.00120772946859903	0.00572917950212018	0	0	0	0	0	0	0.00784313725490196	0	0.00923310807721527	0.000897932027871784	0	0.00451671183378501	0	1.59446064852618e-18	0.000552976517539656	0.00176602192164043	0.00305337222090721	7.41294562710689e-20	0.00321022479836362	0.0019265382469765	0.00725144927366618	0	0.0135778434662535	0.00246147188253956	0	0.00318302387267905	0.00124725388118173	0.00205981918444818	5.86798313183438e-05	6.96350783070785e-05	0	0	0.00728862973760933	0	0
CC>GT	0.0211354177440592	0.00405462910721423	0.0103439120693876	3.30976947548972e-63	0.0022079795044434	0.00205265676647297	0.000173382815417323	0.00524940013403146	0.00474858136621603	0.0189227416780766	0.0102742534697445	0	0.00697037590241474	5.74052828467901e-101	0.00209033646986412	0	0.00568301410229425	0	0.0121286330022168	0.00447705700363571	0.00221449427028986	0.00741114552957396	0.000550886693026696	2.58987917932257e-06	4.21616324980073e-08	0.00859136737716287	0.000516538859165423	0.00506573635003195	0	0.00953330194601485	0.00635445406906868	0.0277621160478217	0.00940572894399316	0.0110482158444564	0.000573367078568614	0.00355906767945885	0.00310912137610682	0.00728967364974091	0.001752468950517	0.00272582685002294	0.00310869139919997	0.00578736676908313	0.00412856227845137	0.0206762368979668	0.00129078934624889	0.00123581523242631	0.00111991596218166	0	0	0.0100502512562814	0.00177674043675833	0.00650724472932654	0.00511713089403501	0.00265137190798843	0.00732737144292631	0.00156074456270315	0.01368728188331	0.0178983446610183	0	1.2517341892264e-06	0.0157741158713866	0.00602070565429585	0.00570796749566787	0.00399997331836419	0	0.00633297075483539	0.00532940387632708	0.00227998725015562	0.00920126671358198	0.00335969733155877	0	0.00163946874600022	0	0	0.00433211666025098	0	0	0.0195171110083846	0	0	0	0.00241545893719807	0.0169327603365808	0	0.0292584934783872	0	0	0	0.0141867450678079	0.0111111111111111	0	0.0117157100016559	0	0	0.00903342366757001	0.00614725782265633	0.00318508568989113	0.0159346351388169	0.00321896536502999	0.00736183643303946	0.00415608762788099	0.00813589893288839	0.0122093576469544	0.000773605321083785	0.014332883861354	2.62325525408945e-05	2.26339463247156e-06	8.68574118448091e-05	0.00689655172413793	0.00639303937063116	0.00237088668271085	0.000126365628208715	0.0047654591388434	0.00841619059068725	0.0115838465331903	0.0204081632653061	0.00013387237458564	0.00375394850373943
CC>TA	0.0553452284747783	0.0268701198263509	6.59486988191164e-20	3.20811347172755e-14	0.0103172845954817	1.48029521473623e-07	8.50074013833065e-06	0.00872229012092054	7.15504687981415e-17	0.00921244108019317	0.0125146500096815	0	0.0121981578292258	0.0179024213814115	0.00805588583642024	0.00707749847591339	0.0138918122500526	0.0199854373620526	0.0161781288328413	0.0303070300537453	0.00652087017117299	0.00465368681950864	0.0102338182392523	0.0014980177713054	0.00429865154084018	0.0609268352290643	0.00115565234542683	0.015787806368997	0.0340763601049924	0.00970507442705935	3.27382612924206e-08	0.00874510073929848	0.029927319367251	0.0145811125255152	9.63891525232853e-09	0.00694696875871342	3.13740748574719e-07	0.0180713377868347	0.0148110589266136	0.0108267488320177	0.000649851595587441	0.00914710054331775	0.00661387899091202	0.0660685964557104	0.00374572477860161	0.00321292256387459	1.29696140537238e-14	0.00459574619621267	0.00839610384994406	0.0552763819095477	0.0246497833840493	0.0165371414144495	3.14741756018024e-07	0.0123934255216134	0.028678184017337	0.000985013805681993	0.00407109965776049	0.0139981568312396	6.35960146151267e-06	3.95927942545883e-06	0.0314849472328232	0.01108651902358	0.00500252536212698	0.0266980573864439	3.28327728950902e-05	0.0134073472053065	0.0117634905582248	0.00198208692131437	0.0152357494722027	0.0194164619446508	0	0.0160489600647774	0.0327275920396352	0.0124760076775432	0.00590514978433393	0.0268696971878684	0.000894867698006564	0.00223568612679822	0	0.00683583289636333	0.0106325510850203	0.0241545893719807	1.25887789125187e-05	0.0204494371366396	0.0223140331658732	0.011287894110887	0	0	0	0.0196078431372549	0.0134008683644442	0.0178980035322666	0	0.0138875959595293	0.020776874435411	0.00761538983378828	0.00672923532044742	0.00844833068411129	0.0210567568606044	0.00907849517517866	0.00743063325830894	0.000940366566656263	0.0211073912753116	0.0125513099177917	0.00110801395785842	0.0119697760823506	0.0145525960226165	0.011638720143172	0.0169761273209549	0.00872907037275564	0.0363303977418909	0.00596635300878281	0.0135202982928162	0.0160897740078038	0.00548199966726299	0.0116618075801749	0	0.0108717338936788
