ICGC-Breast_common_DBS11	ICGC-Breast_common_DBS13	ICGC-Breast_common_DBS20	ICGC-Breast_rare_DBS28	ICGC-Breast_rare_DBS27	ICGC-Ovary_common_DBS13+20	ICGC-Ovary_rare_DBS13+20	ICGC-Ovary_rare_DBS5	ICGC-Ovary_rare_DBS13+19+20_a	ICGC-Ovary_rare_DBS13+19+20_b	ICGC-Bone_SoftTissue_common_DBS13+20	ICGC-Liver_common_DBS2	ICGC-Liver_common_DBS13+20	ICGC-Liver_rare_DBS23	ICGC-Liver_rare_DBS5	ICGC-Liver_rare_DBS18	ICGC-CNS_common_DBS13+20	ICGC-CNS_rare_DBS11+13	ICGC-Pancreas_common_DBS13+20	ICGC-Pancreas_rare_DBS5+25	ICGC-Pancreas_rare_DBS20	ICGC-Pancreas_rare_DBS27	ICGC-Pancreas_rare_DBS16+20	ICGC-Pancreas_rare_DBS5	ICGC-Prostate_common_DBS13	ICGC-Prostate_rare_DBS27_a	ICGC-Prostate_rare_DBS27_b	ICGC-Prostate_rare_DBS18	ICGC-Lymphoid_common_DBS11+20	ICGC-Lymphoid_common_DBS22	ICGC-Kidney_common_DBS13+20	ICGC-Kidney_rare_DBS15	ICGC-Kidney_rare_DBS23	ICGC-Skin_common_DBS1	ICGC-Esophagus_common_DBS26	ICGC-Esophagus_common_DBS13+20	ICGC-Esophagus_rare_DBS5	ICGC-Esophagus_rare_DBS8	ICGC-Esophagus_rare_DBS26	ICGC-Esophagus_rare_DBS7	ICGC-Lung_common_DBS2	ICGC-Lung_common_DBS13	ICGC-Lung_rare_DBS20	ICGC-NET_common_DBS13+20	ICGC-Stomach_common_DBS13+20	ICGC-Stomach_rare_DBS25	ICGC-Stomach_rare_DBS26_a	ICGC-Stomach_rare_DBS19	ICGC-Stomach_rare_DBS26_b	ICGC-Stomach_rare_DBS20	ICGC-Head_neck_common_DBS4	ICGC-Head_neck_rare_DBS13+18	ICGC-Head_neck_rare_DBS2	ICGC-Head_neck_rare_DBS11	ICGC-Head_neck_rare_DBS5+20	ICGC-Head_neck_rare_DBS17	ICGC-Colorectal_common_DBS13+20	ICGC-Colorectal_rare_DBS25	ICGC-Colorectal_rare_DBS3	ICGC-Colorectal_rare_DBS19	ICGC-Colorectal_rare_DBS10	ICGC-Uterus_common_DBS13+20	ICGC-Uterus_rare_DBS27	ICGC-Uterus_rare_DBS17	ICGC-Uterus_rare_DBS37	ICGC-Uterus_rare_DBS3	ICGC-Uterus_rare_DBS33	ICGC-Uterus_rare_DBS19	ICGC-Biliary_common_DBS13	ICGC-Biliary_rare_DBS19	ICGC-Bladder_common_DBS13	ICGC-Bladder_rare_DBS11
CC>GT	0.0335885351133505	1.03949779491735e-19	0.00246883417769013	0.00158003616602178	0.0066041670981942	0.00860377358490566	0.0105646823926782	0.00330118454185758	0	0.0102183055613428	0.0163447251114413	0.00465765332862119	0.00504375220914404	0	4.13605826530745e-05	0.000963008574717958	0.003003003003003	0.00674092192998844	0.01041305102395	0	0	0.01695099651586	0.00129847266049516	0.00665934625519399	0	0.00991531469313156	0	0	0.0332962610280661	0.0129583322906962	0.00726855394032135	0.00757083231973821	0.00305021641540275	0.0176638176638177	0.00609713021808084	0.00543664097803463	0.00223210103424661	0	0.0103038490298733	0	0.00283167310874142	0.0060064075803242	3.28449064124931e-08	0.00467289719626168	0.00231839258114374	0.000727804462517441	0.0106438356291915	0.00666218149787635	0	0.00205326738315834	0.00903614457831325	0.00198128878138337	0.00405547124897466	0.023989309358437	0	0.0147837427554199	0.00421496311907271	1.29367579677778e-14	1.34842045122767e-14	0	0.00117933421105585	0.00720720720720721	0.0333333333333333	0.0156211622352547	0	0	0	0	0.0105882352941176	0	0.00727934485896269	0.0221872022036082
CC>TA	0.0610497721235908	0.0118970483660212	1.22899724873725e-19	0.00156146386107288	0.0108194446061893	0.00981132075471698	0.00953657028204464	0	0	0.00990843850228726	0.0208023774145617	0.0212426821862282	0.00139494640083825	0.0107931835334127	0.00715963085626998	0.00749266283143888	0.0540540540540541	0.0760390446612986	0.0131898646303367	0.00637934894240131	1.78705231967118e-07	0	3.53323287749915e-05	0.0156221506459851	0.0274841437632135	0	0	0.0148712248584601	0.0150201072856176	0.00142954291375797	0.0126243305279265	0.000356749207776329	0.00974307867076931	0.0188034188034188	0.00795188942051608	0.00869810167031505	0.0059975546695104	0	0.00414134884112583	0	0.0173003482306235	0.013672517247647	0.0281590438342558	0	0.00927357032457496	0.0031132085957939	0.012189737692012	0.000582592803226245	0.0161145944368313	0	0.0112951807228916	0.0369573798578208	0.0248781146651615	0.0392643211159463	0	0.0143559739031321	0.0105374077976818	0.00234635789086437	0.0217676091917726	0.0167411322400134	0.0287770678493954	0.0162162162162162	0.0166666666666667	0.0377920981593151	0	0	0	0	0.0188235294117647	3.80002096367469e-10	0.0127388535031847	0.0659435880430059
CC>TG	0.0108157890273269	0.00360983939145935	0.00960684829453275	0.0018212545306448	0.0143585638389494	0.00633962264150943	0.00681308925417267	0.00419720289954468	0	0	0.0193164933135215	0.00372265926804502	0.00344452889477976	0	0.00742786432452342	0.00508422741780088	0.00600600600600601	0.0210256982146217	0.00520652551197501	0	0	0.0169600843893727	0.0163151794899677	0.0277486883739696	0.0126849894291755	0.00913984699588861	0	0.010623965523534	0.0210281501998646	0.00255235237341945	0.0053557765876052	0.0106547568626869	0.00032955527106576	0.0056980056980057	0.00339061039624758	0.00593893335174777	0.0121327484557734	0.00399736763791207	0	0.0045051909301728	0.0017767876703764	0.00311854423639887	0.0126885426039508	0.00467289719626168	0.00154559505409583	1.65578844893455e-05	0.0042937088099113	0.00305101126427778	0	0	0.000753012048192771	0.00901523090444144	0.00601678634504235	0.0137829819583889	0	0	0.00316122233930453	7.10498002811895e-09	5.08743738329352e-08	0	0	0.0108108108108108	0.0333333333333333	0	0	0	0	0	0.00352941176470588	0	0.0100090991810737	0.0137437893949474
CC>TT	0.266345840314821	1.03949779491735e-19	1.22899724873725e-19	4.52772095231265e-48	0.0208877191618685	0.0170566037735849	0.0185306391279711	0.00176027339015585	0.0285776646023821	0.0328738026216829	0.0297176820208024	0.0133014839057421	0.0182688028222821	0.000172825226269142	2.66259231784075e-08	0.00946950776826602	0.0570570570570571	0.188430079941053	0.0180492884415134	0.040800976301407	1.75931475173299e-09	0.0339068408182489	1.33993776481e-07	0.0141622699698558	0.0211416490486258	0.0284539816809286	0.0219780167133751	3.95182218246526e-05	0.105984568586742	0.0347349802298437	0.0177888293802601	0.0188371483536698	0.000547691825036398	0.682621082621083	0.0180245800492361	0.0272176959041858	1.46614440608414e-12	0.00217379997351426	0.0073254083667385	9.52842876997987e-10	0.00860930044138619	0.0253355727121059	0.0284607648536197	0.0186915887850467	0.0123647604327666	0.0142349119588386	0	0.0197222372675434	0.0158569972979233	9.50044220964996e-06	0.0474397590361446	0.0281289341431328	0.010839203465668	0.29209227361527	1.43338787840682e-05	0.0817380614582574	0.0221285563751317	0.0092603141872625	0.00634562560533939	0.00695432727653992	0.0163577225012327	0.00900900900900901	0.0166666666666667	0.0844901431566508	0.0133298389933783	0.0462378618149883	0.105802382383447	0	0.0352941176470588	0.0321099702685811	0.0327570518653321	0.211545249911306
CG>AT	0.000559146749490669	1.03949779491735e-19	1.22899724873725e-19	0	0	0.00166037735849057	0.00366360578186304	0	0	0	0.00148588410104012	0.00213643585889398	2.32142747476013e-20	0	0.00240486281786769	0.000578035276723648	0	0	0.000347101700798334	0	0	0	0.00973673726721256	0	0	0	0	0.0107814885074673	0.00233646113331829	1.33758630335626e-19	0.000382555470543229	0.00328987066568194	0.00418289454730891	0.00056980056980057	0.00104982328199882	0.00206221245882131	0	0	0	0	0.00147560370237161	0.00305274059146844	0.000392723546324367	0	0	0.00245285216048791	0	0	0	0.00447758934436016	0.00451807228915663	0.000923450175089561	0.0028297723338166	1.0811125130101e-12	0	0	0.00105374077976818	0.00322731972981599	0.000448653183757535	0	0	0.0036036036036036	0	0.00619394992320431	0	0	0	0	0.00352941176470588	0	0.00272975432211101	0
CG>GC	1.62934798405126e-19	0	0.000566085354424934	0	0	0.000150943396226415	0	0.00107742625754476	0	0	0.00297176820208024	2.63037644885549e-05	0.000407030597822483	0	0	0.00018547857398969	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000455306123249441	0.000956388676358072	0	0	0	0	0	0	0	0	0	0.000194557045803154	0.000887882864261941	0	0	0	0.00245285216048791	0	0	0	0	0	0	0.00089408657253441	0	0	0	0	0	0	0.00447274811569581	0	0.0018018018018018	0	0	0	0	0	0	0	0	0.000909918107370337	0
CG>GT	1.62934798405126e-19	0.00261692293645217	0.00179414728921454	0.00200510530944126	0	0.00030188679245283	0	0	0	0	0	0.00132872807332535	0.00057670133562447	0	0.00278948161344785	0.00600047120325045	0	0	0.000347101700798334	0	0	0	0	0	0	0	0.0109890132057055	0.0107814885074673	1.36006339141304e-19	1.53168002757965e-08	0.0013389441469013	0.000168702951981836	0	0	0.00111273259187782	0.000539386229389287	0	0	0	0	0.00136652995980475	0.00310768151614021	0.00477475943863821	0	0.00386398763523957	9.24043582722818e-11	0	0	0	0	0	0.00612449681335516	0.00268225971760323	0.00290500260336917	0	0	0	0	0	0	0	0	0	0.00781058111762734	0	0	0	0	0	0.00398241021284428	0.000909918107370337	0
CG>TA	1.62934798405126e-19	0.000964344641254628	0.00165792696781954	0.00994710003051581	0	0.000150943396226415	0.000936989984040913	0	0	0	0	1.79848304658269e-20	0.00114904305763735	0	0	0.00184931827116132	0.00600600600600601	0	0	0	0	0.0169691675667091	0	0	0	0	0	0	0.00100134048570784	1.33758630335626e-19	0.000382555470543229	0.000937648280620988	0	0.00056980056980057	0.000885482753893786	0.000459733730517508	0	0	0	0	0.000145866722730936	3.16135289445888e-21	0	0	0	0	0	0.0471948114340529	0	0	0	0	0.00089408657253441	0	0	0	0	0	0.0907186994419998	0.00894549623139162	0.28455870437698	0.0018018018018018	0	0	0	0.0616916545930996	0	0	0	0.0199120510642214	0	0.00478081974709979
CG>TC	1.62934798405126e-19	0.00202216772380399	0.0010259823968927	0.00197879077266818	0	0.00150943396226415	2.6065064954453e-268	0	0	0	0.00297176820208024	0.00109040296276507	0.00019970904397267	0	0	7.1964917157043e-05	0	0.0075404134827116	0.000347101700798334	0	0	0	0	0	0	0	0.0109890132057055	0	0.000667560323805225	1.33758630335626e-19	0.00210405508798776	5.63015358185482e-06	0.00113044700368614	0	1.31593914296449e-19	0.00080907934408393	0	0	0	0	0.000798898442722328	0.00986692330827021	0	0	0	0.00245285216048791	0	0	0	0	0	0	0.00536451943520646	0	0	0	0.00737618545837724	0	3.83278102463943e-12	0.00827562480705942	0.00177907725529148	0	0	0	0	0	0.00972061744787443	0	0.00235294117647059	0.00347774919747628	0.000909918107370337	0.00433651746670823
CG>TT	0.00183583842808453	1.03949779491735e-19	0.00864066802800271	0.00345943893764871	0	0.00437735849056604	0.0174272981482647	0.0037964209532091	0	0	0.00148588410104012	0.00246761213884358	0.00453130665748598	0	0.00535991227262214	0.000385611774081989	0	0	0.00728913571676501	0	0.00237013796265408	0	0.00479074042626552	0	0.0105708245243129	0	0.0109890083566875	0.00614231213215982	0.00100134048570784	0.000252257298967234	0.00306044376434583	6.65591711605048e-05	0	0	0.00147628459053382	0.00450139913026456	0.0127488757871676	0	0	0	0.0018660467754009	0.0149673238257139	2.4120843493625e-06	0	0.00309119010819165	0.00270932614627415	0	0	0	0	0.00602409638554217	0.00196502829623221	0.00891154838241347	0	0	0	0.00105374077976818	0.00426665750600501	0.00742506134242778	0	0.00882347721290268	0.0018018018018018	0	0	0	0.0308421955668295	0	0	0.0117647058823529	0.00243034152953912	0.00363967242948135	0.00194092049340165
CT>AA	0.00630458620291594	0.0241793746898218	0.0432226483707135	4.73514610866551e-136	5.0390867004245e-09	0.0365283018867925	0.0360318312987228	0.308727229203474	0	0.0278807954639749	0.0297176820208024	0.0115967705279367	0.0127680138356923	0.0129134804700358	0.483293437886761	0.229505859023611	0.00600600600600601	0.0210256982146255	0.01666088163832	0.119865453318477	0	0	0.0382229775671706	0.131735956175258	0.0232558139534884	0	0	0.0329809344368428	0.0268832152082719	0.00933317182052554	0.018362662586075	0.00582054088481316	0.014579531346403	0.00284900284900285	0.0258424610518231	0.0346929820958762	0.279227165101572	0.0152983317560532	0.040200093853595	0.00162176190202086	0.00774574029115001	0.0626109833717053	1.24559198454326e-05	0.00934579439252336	0.0409582689335394	0.000101046069398035	0.0162679551209387	9.51277795944244e-06	0.0190575120006	3.88832369186118e-14	0.00828313253012048	0.0984584727997162	0.0292512280446746	0.0262534595438288	0.111261516141503	0.0149262230622895	0.0242360379346681	0.0132819549516925	0.0112623046754142	0.0199910637586421	0.00638650424109422	0.0306306306306306	0	2.21512864284776e-53	0.026609435086463	0.0461505491947961	0.0349588574512417	0	0.0176470588235294	1.18166952598174e-06	0.0191082802547771	0.00868086069837118
CT>AC	3.80734562693577e-16	0.00619917916691319	0.0126899732165687	0.0189158606651912	0.022402992180999	0.0117735849056604	0.0303102292490662	0.0418697201446317	0.0429421226525589	0	0.00594353640416047	0.0090074993439644	0.00457886962882424	0	0.151966470042522	0.419472091692214	0.042042042042042	1.69718618366909e-09	0.00590072891357168	0.121638432174979	0.0232577449546526	0.0169588729446811	0.0158270508359459	0.0177840671781608	0.0105708245243129	0	0.0109890083566875	0.211032675628453	0.00556277661523247	0.0173356535000732	0.00975516449885234	0.0152438457341089	3.36272149694961e-06	0.00056980056980057	0.0361605534922695	0.0101341385335508	0.0519654346872595	0.0114201478626745	0.0405019019677233	0.0381508191302549	0.00257538930814755	0.00659447400048188	0.00984139610981999	0.0233644859813084	0.0502318392581144	4.50817606594067e-08	0.0292426152656886	0.00656356909206278	0.0239058188170571	6.84425162415663e-10	0.00828313253012048	0.11089015099062	0.00385912936697572	0.00736621375463555	0	0	0.00421496311907271	7.43238130697122e-05	0.0380989120866372	0.0128809272242791	0.0215579561611689	0.0036036036036036	0	0.0140045310401429	0.0333997384862017	0.015410197601037	0	0.0239139147560076	0.00117647058823529	0.0395756693243783	0.00545950864422202	0.00392268840977133
CT>AG	1.62934798405126e-19	0.0107951330465685	0.0224464070030013	0.00645512246752619	0.0107365556244409	0.0140377358490566	0.0145762305720546	0.02038396959017	0.0142585957748861	0.0583842969142661	0.00891530460624071	3.67243416574849e-16	0.00853960055792384	0	0.0233561623501635	0.0255481593708629	0.018018018018018	0.000437350987486952	0.0173550850399167	0	0.0500939626179619	0	0.0277310100496257	0.0241576307572378	0.00422832980972516	0.0394029511830175	0	0.00893905990300992	0.015667679999489	0.00732790700327013	0.00363427697016067	0.00759915565448956	8.10360734086891e-05	0	0.0435760411564099	0.0168295986410508	0.0202331790842548	0.0195462205211005	0.0733805460554268	0.0280414324286371	0.00330003436244905	0.0151568496728932	0	0.0327102803738318	0.0123647604327666	0.0239521605900424	0.0697119887645645	0.0121661385269161	0.0327418239378078	0.0177694441798092	0.00225903614457831	0.0145839797356715	0.0080256133129004	0.00707110974231059	0.010886868290486	0.00781895085917574	0.0273972602739726	2.21821007703117e-06	0.100964341409398	0	0.0586449231315545	0.0144144144144144	0.0166666666666667	0.00915463746630815	0	0.061640790404148	0	0	0.0105882352941176	1.94049009776903e-06	0.00636942675159236	0.0091133542819639
CT>GA	0.0011133545990034	0.00951608340613641	0.00461660492748755	0.00186718248530641	0	0.00407547169811321	0.00547806200998081	0.0207296412555888	0	0.0113612659274582	0.00445765230312036	0.000240121953836192	0.00305272948366862	0.00738818166845192	0.0195849008711115	0.00861181892426327	0.012012012012012	0	0.00173550850399167	0	0	0	0	0	0	0	0.0109890132057055	0.00539074425373367	0.00592916913187673	0.00567383148586737	0.00172149961744453	0.0025689505995728	0	0.00170940170940171	1.31593914296449e-19	0.00323631737633572	0.00847493460451519	0.00417727524273239	0.00549528118315546	0.00615168245245926	0.000567372940988935	0.00342157583284104	4.27911093798018e-08	0	0.00154559505409583	0	0	0.00330073431751133	0	0.0128246728025181	0.00451807228915663	0.0106005723293901	0.00355892906491968	0.00324928518570419	0	0.00739187137771002	0	0.00180489532402373	0.000435449757321599	0	0	0.0018018018018018	0	0.00700226552007144	0	0	0	0	0.00588235294117647	0	0.00181983621474067	0.00705994067592606
CT>GC	0.0021105489227114	0.00114137426047829	0.00197750138599155	0.00969257958915885	0.00796421094335091	0.00256603773584906	0.00495457110490792	0.00185295937662108	0	0.0117367849629963	0.00297176820208024	0.000370093756509411	0.00251977658696954	0	0.00476033989553036	0.00615271885831469	0	0	0.00208261020479	0	0.0121036042945324	0	0	0.00914753260451731	0.00211416490486258	0	0.0109890122359023	0.00986139221040221	0.00586871681702526	0.0178172960179469	0.00210405508798776	1.35903331638159e-10	0	0.00170940170940171	0.00788381703122591	0.00247248387741199	0.00827745299092339	0	0.010273023351579	0.00186219453077073	0.000926221262126571	0.000858837084320992	0	0	0.00386398763523957	5.60973316946725e-08	0	0.0132060663173102	0.0109352445375896	0.00413607393772686	0	0.00306224840667758	0.00178817314506882	0.00290500260336917	0	0	0.00105374077976818	0.00413090537518743	0.000126193056845984	0.00881129764870138	0	0.0036036036036036	0	0.00619394992320431	0.0333997384862017	0	0	0	0.00117647058823529	0.00373230502329011	0.00272975432211101	0.000896872073603488
CT>GG	0.00426543530871518	0.00263151724117121	0.00898682630716867	0.00244995427807883	0.0150713081015993	0.0049811320754717	0.0136825731676128	0.00189693590574175	0	0.011134766809147	0	0.000860385895425709	0.00105965772917117	0	0.00116361644845238	0.000518282563815076	0	0	0.00485942381117667	0.00795083027159571	0.02382764041099	0	0.00656240929177395	0.00832756514741189	0	0.00991531469313156	0	0	0.00934584453276087	0.00565019699576735	0.000956388676358072	0.00141201570420788	0.000928688185735145	0	0.00612242458501269	0.00318556952176588	0.0033049416439637	0	0.00473814106092873	0	0.00112301503933115	0.00124324814899883	0	0.00934579439252336	0.00154559505409583	0.00343832032528538	0.00967313778844158	0.00318328012456756	0	0.0088201161214397	0.00150602409638554	0	0.00108517037183669	0	0	0.00796113498479631	0.00210748155953635	0.00306717341556897	1.51706934313884e-08	0	0	0.00900900900900901	0.0166666666666667	0.00376900314176403	0	0.0153883713841637	0	0	0	0.00398241021284428	0.00636942675159236	5.53137463438671e-08
CT>TA	0.0430641909052571	1.03949779491735e-19	0.0183542203547285	0.00261864176354889	0	0.0135849056603774	0.0238948154206654	0.0174571963919771	0	0	0.0163447251114413	0.00651879146020545	0.00926577324169496	0	0.0272671255259471	0.00697453086425114	0.015015015015015	0.0412494605480919	0.0131898646303367	0.0153147767181722	6.99926324168115e-07	0	3.98084502112979e-05	0	0.0147991543340381	0.00901045695831309	0.0109890064170788	0.00968580225886801	0.0186737439549193	0.0139303962605622	0.00841622035195103	0.0206538423867901	0.0147245516386395	0.0216524216524217	0.0143503133467604	0.00889433625566687	0.0104181302522531	0.0121211585862867	0	7.17928407084354e-08	0.00470849528581209	0.019039568382305	0.00906490553571765	0.0186915887850467	0.0100463678516229	0.00444783055236884	0.00902463133230303	0.00725895705113639	0	0.00328016488432632	0.0158132530120482	0.0115379111584623	0.0155570827634453	0.00163051171724526	0	0.046486968046589	0.00842992623814542	0.00216097319957295	0.00099659569211469	0.00338729958608621	0.00292297917457489	0.00900900900900901	0	0.0367301900753524	0.00664696512846619	0	0.00855936556861307	0.023723183292273	0.00823529411764706	0.00606114262728185	0.0172884440400364	0.0291175927568422
CT>TC	0.00454149148459212	4.31307917496265e-14	0.00953047263701757	0.0111006017850507	0.00702386442359193	0.00679245283018868	0.0096542695710332	0.00167847054886829	0.0286338607267833	0.0106787876174869	0.00891530460624071	0.000869298887548293	0.00870257405983709	0	0.00960239162779841	0.000168812385322617	0	0.0452424808962696	0.00971884762235335	0.0159016605378954	6.01072583812401e-05	0.0339213801608154	0.0331179471379599	0.00687074143609072	0.00422832980972516	0.00965696415928852	0.0659340772946269	0	0.0113569816826204	0.0116946636878577	0.0066947207345065	0.00392927835548318	0.015459306872033	0.00854700854700855	0.0730751710286002	0.0070927066485246	0.0652662300185667	0.0103602406414447	0.155906585106347	0.0509576440635361	0.0011498113850034	0.00732551113850905	0.000655403259647641	0	0.0139103554868624	0.0399943829038657	0.10116540639539	0.0281230563246495	0.0438687064621226	0.00968314598453894	0.00753012048192771	0.0164181246629917	0.00677937463046809	2.16561001762997e-18	0	0.00682088545870059	0.0115911485774499	0.00451932416988035	0.00757095108105775	0.0436705140765708	0.00274734136553857	0	0.0166666666666667	0.00781058111762734	0.0200484142289396	0	0.0194412348957489	0.0240409216513514	0.00705882352941176	0.0582423864407508	0.00636942675159236	0.00707567790129778
CT>TG	0.00280768000127251	0.0102561727961333	0.00641580587357303	0.00183610967471375	0.0654985389432051	0.00543396226415094	0.0027996827696682	0.0077002251864715	0	0.0357710593454467	0.00742942050520059	0.00118179655086524	0.00622060182234332	0	0.00213806102608831	3.82582393257262e-05	0	0.0075404134827116	0.00728913571676501	0.00753901664050647	0.00923655032316975	0.0508947880012353	0	0.0173743401863921	0.00211416490486258	0.00978615397193079	0.0109890122359023	0	0.0116823056665914	0.00549214902071685	0.00153022188217292	0.00421781604792272	0	0.00170940170940171	0.00132453287412514	0.00673176287764934	0	0	0.0051074131848908	0	0.00197239621156712	0.00441852913940398	1.26980383009155e-10	0	0.00695517774343122	0.0121226106584092	0.00504137039986099	0.00370970964097248	0	1.14402498026923e-06	0.00677710843373494	1.5172601915638e-05	0.0067619603813723	0.00435419629838659	0	0.00696382925928162	0.00316122233930453	0.00128537204038922	0.0470923367018438	0	0.0461926861095439	0.0198198198198198	0	8.84450153682182e-16	0	0.0307694606125991	0	0.0073095763814924	0.00235294117647059	0.00347775079778057	0.00636942675159236	0.00292041669860555
GC>AA	0.0150118776951999	0.0474112361437711	0.0564202921738647	0.00567104151047961	0.0375642447977762	0.0550943396226415	0.0645269341933543	0.0355107679355336	0.0283682542160137	0.0604208030967905	0.0356612184249629	0.0196955715141746	0.135326872345744	0.000910966062697249	6.76227197582944e-06	2.99167890856186e-05	0.039039039039039	0.0193162539864812	0.0499826449149601	0.0353473801726557	0.0165367904177397	0	0.0342500543199462	0.0134180830969333	0.0676532769556025	0	0.0219779953776576	0.0512473450687804	0.0539801052324556	0.0120935612201891	0.0432287681713848	0.0443480661760333	0.016098830848811	0.00740740740740741	0.0304373585452893	0.0668250882827642	1.40769099673409e-05	0.00991266145088116	0.0052710207599156	0.00434130089976229	0.0125722549158028	0.0211201489405307	0.114793182995843	0.0467289719626168	0.0525502318392581	0.0186637087369919	0.0435026773504807	1.45156619710851e-05	0.0237033879239091	0.0950126831852163	0.218373493975904	3.8927293756085e-10	6.64993735528273e-12	7.7036110254765e-06	0.024977748427162	0.000108265856986179	0.0453108535300316	0.000290234402469625	1.50009667373057e-08	0.0138147827010308	3.0121317218948e-07	0.0738738738738739	0.0166666666666667	2.97815635198422e-09	0	0.0151235983150178	0.0265620133641258	0.00101128287406947	0.0635294117647059	6.91263406659652e-06	0.0291173794358508	0.0476744863619316
GC>AG	0.00794862556396458	0.0483430222825975	0.0130215718285785	0.00229099799281453	0.0533329439638566	0.0273207547169811	0.0322020000654929	0.013363646019399	0.0285213383846371	0	0.0133729569093611	0.00251516984428823	0.0189679611041746	0.0258347162777024	0.00283039267383694	0.00621637654172789	0.012012012012012	0.00406865867230151	0.023950017355085	0.000621635446631609	0.0331959896888478	0	0.0430724782798548	0.0319690078196636	0.0147991543340381	0.00901045694317371	0.021978019622787	0.00968567799988784	0.0597857255931438	0.0138791250497059	0.0269701606732976	0.0509066151378552	7.72079755684949e-05	0.00284900284900285	0.00497250239729745	0.0222717197847563	1.26063345158324e-05	0.00775005662270565	0.00360439341088329	0.00357084177884566	0.00346726115014315	0.0059988540578846	0.0194392674117574	0.0373831775700935	0.0185471406491499	0.00932564853117736	0.00155732661153931	0.00557189316116491	0	0.0323874202616105	0.0271084337349398	8.74469603626685e-06	1.20085428755721e-11	5.58414786565547e-05	0.0517727085542993	0.000840739808376873	0.00842992623814542	0.00279415140074797	0.000435812654697626	0.00847430988370695	0	0.0288288288288288	0	3.87271455184507e-48	0	0	0.0156033636178178	0.0150056989433029	0.0164705882352941	1.88072109732115e-06	0.0127388535031847	0.011133348819738
GC>AT	0.00146018523028899	0.0158683105690057	0.020252377495036	0.00684365368654971	1.57574581246136e-05	0.0161509433962264	0.0232930423687291	0.0124816333483118	0	0.0207062403820072	0.00742942050520059	0.00644070504354166	0.0282670619613143	1.47902240467869e-10	4.39531688715102e-07	0.00348127634782564	0.00600600600600601	0.03610899016255	0.0107601527247484	0.00693547797084833	0.00727668181999647	0.0339195630720572	0.0013339645335323	0.0163459665148548	0.00845665961945032	0.019313928318577	0.0219780225321979	0.0340542523091699	0.0617617506722105	5.20338466170968e-06	0.035195103289977	0.0390678685296853	0.00319950590653585	0.00170940170940171	7.75310814724113e-05	0.018844544753642	0	0.00372448111353588	0	0.00598335333500645	0.00452273034725828	0.00461934780025583	0.0260704772187732	0.00467289719626168	0.0146831530139104	0.00294225285576608	0.0302887934489996	0.0306601702634512	0.00435399425622074	0.0144526038994908	0.026355421686747	2.09215963939142e-06	0.0011997868770653	0.00459185963927409	0.00658795080225171	0.0114846348318111	0.00948366701791359	3.41318195616933e-05	0.00364201130126138	0.00393667137865247	0.00637369221598068	0.0054054054054054	0.05	0.028817377677622	0	0	0.00903475694592943	0.00782281661233733	0.0211764705882353	0.0147983165334695	0.00909918107370337	0.00394415267059404
GC>CA	0.00978927729243394	1.03949779491735e-19	0.0141616370864307	0.00227632021490928	0.00595364122551272	0.0122264150943396	0.0110859987036389	0.00723809999780046	0	0.00928042399398708	0.00148588410104012	0.00234541621405738	0.00640550610534206	0.0133335489342166	0.00494071143243168	0.00510041296518724	0.024024024024024	0	0.00381811870878167	0	0.0243968901273575	0	0.00730152032871303	0.00863588581853907	0.00634249471458774	0	0	0.00258717793829234	0.00982147591202717	0.00335319283861063	0.0114766641162969	0.0232182965491887	0.00203769075077827	0	0.00716443400674337	0.00579220473055194	0.00198250621291125	0.00388652761595176	0	0.00244301283227552	0.00171467984898055	0.00649746520730257	0.0163292780872904	0.00467289719626168	0.0100463678516229	0.00524158698191652	2.7203184872643e-07	0.0156405876785965	0	0.0125466641290267	0.0120481927710843	0.00549818605281378	0.00476238390313715	0.000124777726040909	0	0.00595925735004907	0.0115911485774499	1.03141429364055e-07	9.69120660412595e-13	0.00297058609342755	3.07182660075878e-11	0.00900900900900901	0.0166666666666667	0.00376900314176403	0.00664696512846619	0	0.028029050807875	0.015709355196096	0.00235294117647059	0.0074646100465562	0.00909918107370337	0
GC>CG	0.000203452544276731	1.03949779491735e-19	0.000836375831783567	0	0	0.000452830188679245	0	0.00156800523948981	0	0	0	0.000132255072060721	0.000271353731881655	0	0.000762436909832955	0.000858550707694076	0	0	0.000694203401596668	0	0	0	0	0	0	0	0	0	0.00940750227722324	0.00120031913486343	0.000573833205814843	0.0024283273700054	0	0	7.66872891038172e-05	0.00107877245877857	0	0	0	0	7.99046609201577e-05	3.16135289445888e-21	0	0	0	0	0	0.00188779245736212	0	0	0	0	0.00089408657253441	0	0	0	0.00210748155953635	0	0	0	0	0	0	0	0	0	0	0.0160272811009009	0	0.00398241021284428	0	0
