ICGC-Breast_common_DBS11	ICGC-Breast_common_DBS13	ICGC-Breast_common_DBS20	ICGC-Breast_rare_DBS28	ICGC-Breast_rare_DBS27	ICGC-Ovary_common_DBS13+20	ICGC-Ovary_rare_DBS13+20	ICGC-Ovary_rare_DBS5	ICGC-Ovary_rare_DBS13+19+20_a	ICGC-Ovary_rare_DBS13+19+20_b	ICGC-Bone_SoftTissue_common_DBS13+20	ICGC-Liver_common_DBS2	ICGC-Liver_common_DBS13+20	ICGC-Liver_rare_DBS23	ICGC-Liver_rare_DBS5	ICGC-Liver_rare_DBS18	ICGC-CNS_common_DBS13+20	ICGC-CNS_rare_DBS11+13	ICGC-Pancreas_common_DBS13+20	ICGC-Pancreas_rare_DBS5+25	ICGC-Pancreas_rare_DBS20	ICGC-Pancreas_rare_DBS27	ICGC-Pancreas_rare_DBS16+20	ICGC-Pancreas_rare_DBS5	ICGC-Prostate_common_DBS13	ICGC-Prostate_rare_DBS27_a	ICGC-Prostate_rare_DBS27_b	ICGC-Prostate_rare_DBS18	ICGC-Lymphoid_common_DBS11+20	ICGC-Lymphoid_common_DBS22	ICGC-Kidney_common_DBS13+20	ICGC-Kidney_rare_DBS15	ICGC-Kidney_rare_DBS23	ICGC-Skin_common_DBS1	ICGC-Esophagus_common_DBS26	ICGC-Esophagus_common_DBS13+20	ICGC-Esophagus_rare_DBS5	ICGC-Esophagus_rare_DBS8	ICGC-Esophagus_rare_DBS26	ICGC-Esophagus_rare_DBS7	ICGC-Lung_common_DBS2	ICGC-Lung_common_DBS13	ICGC-Lung_rare_DBS20	ICGC-NET_common_DBS13+20	ICGC-Stomach_common_DBS13+20	ICGC-Stomach_rare_DBS25	ICGC-Stomach_rare_DBS26_a	ICGC-Stomach_rare_DBS19	ICGC-Stomach_rare_DBS26_b	ICGC-Stomach_rare_DBS20	ICGC-Head_neck_common_DBS4	ICGC-Head_neck_rare_DBS13+18	ICGC-Head_neck_rare_DBS2	ICGC-Head_neck_rare_DBS11	ICGC-Head_neck_rare_DBS5+20	ICGC-Head_neck_rare_DBS17	ICGC-Colorectal_common_DBS13+20	ICGC-Colorectal_rare_DBS25	ICGC-Colorectal_rare_DBS3	ICGC-Colorectal_rare_DBS19	ICGC-Colorectal_rare_DBS10	ICGC-Uterus_common_DBS13+20	ICGC-Uterus_rare_DBS27	ICGC-Uterus_rare_DBS17	ICGC-Uterus_rare_DBS37	ICGC-Uterus_rare_DBS3	ICGC-Uterus_rare_DBS33	ICGC-Uterus_rare_DBS19	ICGC-Biliary_common_DBS13	ICGC-Biliary_rare_DBS19	ICGC-Bladder_common_DBS13	ICGC-Bladder_rare_DBS11
GC>TA	1.62934798405126e-19	6.29378617851837e-10	0.00650168416036303	4.09534900924252e-75	0	0.00241509433962264	0.00496432404646419	0.00470399974671449	0	0.0241456463991474	0.00594353640416047	0.000647160755628253	0.00891534245989015	0	7.46137462059462e-09	0.00287130942079888	0.00600600600600601	0.0059275642350806	0.00590072891357168	0	0	0	0	0.00801809720974909	0.00211416490486258	0	0	0	0.00381637407718676	1.33758630335626e-19	0.0131981637337414	0.0128848221411736	1.77779673879265e-05	0	0.000369069223403105	0.00943925901431251	0	0.00825891033890565	0	0.00592476859949408	0.00162830032772172	0.00267498518540365	0	0.00467289719626168	0.0108191653786708	3.27439585773384e-08	0	4.65264180648932e-13	0.00471362097137625	0.0124775237124065	0.0173192771084337	0.0015083972643643	1.70271008138815e-08	5.14287689947776e-12	0	0	0.00948366701791359	1.60831800167885e-09	0.00405930095785683	0	0.00298249724424863	0	0	0	0	0.0154247292760286	0.00972061744787443	0.00801364055045045	0.00588235294117647	0.00213038817203126	0.00272975432211101	0.000846481940158275
TA>AT	4.50237569983416e-06	0.00343840810892195	0.0170615800866736	0.018754953678852	0.004849081150264	0.00935849056603774	0.0237036252174642	0.0190602227629687	0.0859618169210715	0.0100249305743998	0.00594353640416047	0.00316257450946524	0.023139084020231	0.0674322911437764	0.00010165858600882	2.44365120351112e-06	0.021021021021021	3.08709604812358e-05	0.0159666782367234	0	0.00341603067238716	0.0169412975849581	0.0487016279311574	0.00487648722474386	0.00634249471458774	0	0.0109890102962954	0.0134085898544293	0.0223832992599808	0.0304587891656578	0.0195103289977047	0.0171147486266056	0.106981993065448	0.00398860398860399	0.00924142172509327	0.020339098678144	1.20848949980517e-05	0.00767520753851795	0.0146567757348224	0.0077166592635867	0.00226658338711552	0.0115172354569945	0.00402099864414382	0.0420560747663551	0.0123647604327666	0.0399397020955592	0.0220438267201379	0.0786036777969717	0.0158569972979233	0.0244652340727037	0.016566265060241	0.0106731361923668	0.00783258975398969	0.0103719293949615	0.00843002953366838	0.0216052941035771	0.0221285563751317	0.037520668528146	3.09062992820091e-07	0.0867158172680226	0.007332783416626	0.0108108108108108	0.0333333333333333	0.00296068755591505	0.0400539531555923	0.0153810882586137	0.0277995366404345	0.0717417442680227	0.0117647058823529	0.0612248057310939	0.00818926296633303	0.01644700195094
TA>CG	1.62934798405126e-19	0.000951608340613641	0.000260177990196643	0	0	0.00060377358490566	0.00364923076225657	0	0	0	0	0.000387249978600358	0.000914464860762674	0	0	0	0	0	0.00173550850399167	0	0	0.0169661403614793	0	0	0	0.0396612587725262	0	0	0.00236556232051605	0.0048921053143738	0.000382555470543229	0.000123617100147132	0.00858351062800004	0	1.31593914296449e-19	0.00080907934408393	0	0	0.00565001795783853	0.00617215395787638	7.23844831050643e-05	0.000263106081966431	0	0	0	0	0	0.00188779245736212	0	0	0	0.00306224840667758	0.000447043286267205	0	0	0	0	0.00180489532402373	0.00319329822035839	0.00447274811569581	0.00408848713185316	0	0	0	0.0133656094859598	0	0	0	0	0.00796482042568857	0	0
TA>CT	1.62934798405126e-19	0.0060022360930975	0.015814164473085	0.0022416893815378	0.0132647724381044	0.0105660377358491	0.0108786248987658	0.00470372457499931	0	0.071616763903139	0.0074294205052006	0.0011341439041638	0.00943175370123742	0.0479123746448975	0.00427459608191206	0.00509395488653758	0	0	0.0111072544255467	0.00687369953415929	0.0137582232841596	0.0169497844434785	0	0.0162427785893758	0.00211416490486258	0.0197014755915087	0	0	0.0145330359644238	0.0250981247843837	0.013389441469013	0.00910995160615652	0.109333807494244	0.00455840455840456	0.00864000057744857	0.0113732682460324	2.54812550558441e-06	0.00367845063234443	0	0.0328785349633813	0.0012145982801183	0.00970516907016884	0.0107940172423816	0.014018691588785	0.0123647604327666	0.00853075300693477	4.99110511769316e-09	0.0125822015423756	0.0158569972979226	0.0206489862726059	0.0150602409638554	0.00561055348558971	0.00624654054402976	4.71436769404829e-07	0.00869569193073414	0.013641770922375	0.00632244467860906	0.0109047285696852	0.000526188268815766	0.0218326628325329	0.00127797484420292	0.0108108108108108	0.0166666666666667	0	0.0066397637437694	0	0	0.00763114297258382	0.00235294117647059	0.0433093638832145	0.0127388535031847	7.15660492358842e-06
TA>GC	1.62934798405126e-19	1.03949779491735e-19	1.22899724873725e-19	0	0	0	0	0	0	0	0	9.1603131197573e-05	2.32142747476013e-20	0.0086433064603597	0	0.000447757036809927	0	0	0	0	0	0	0	0	0	0.00991531469313156	0	0	1.36006339141304e-19	0.00637428572549218	0.000191277735271614	2.18848244748916e-07	0.00660210834137979	0	0.000370910863959273	1.08247751383443e-19	0	0	0	0	6.91738422962518e-05	0.000438527624146101	0	0	0	0	0	0.00188779245736212	0	0	0	0	0	0	0	0	0	0	0.00217724878660799	0	0	0	0	0	0	0	0	0	0	0.00398241021284428	0	0
TA>GG	1.62934798405126e-19	0.00344958023472445	1.22899724873725e-19	0.00196021580536036	0	0.000452830188679245	0.00182521258360576	0.00430454525524726	0	0.0122587865782162	0	1.79848304658269e-20	0.00271353731073786	0.00768779839846089	0.000615038597917972	0.00258806661565716	0	0	0.00173550850399167	0	0	0	0	0	0	0	0.0109890132057055	0	0.00151826442813182	1.33758630335626e-19	0.00172149961744453	0.00211112901316682	0.00690491672331182	0.00113960113960114	0.00151502008255028	0.00147660991790431	0	0	0.00542115595999718	0.00544752370655789	2.75258294147348e-20	0.00110504554425901	0	0	0.00231839258114374	0.00271306597661294	0	0.00306174356430902	0	0.00875232229426137	0	0	0.00178817314506882	0.00290500260336917	0.0112642817280236	0	0.00105374077976818	0.00153358670774743	0.00466662512762325	0.00433847190539053	0.00719885114074457	0.0036036036036036	0	0	0.00666850203567797	0	0	0	0	0	0	0
TA>GT	1.62934798405126e-19	0.00262731824147376	0.00337593185097555	0.00984263815177446	0	0.00467924528301887	0	0.00342409959530618	0	0.0112103708595493	0.00891530460624071	0.00220009767257261	0.0116050570783055	0.107310760618702	0.000851685355974528	0.00221825521484693	0.00600600600600601	0.0134818438587302	0.00590072891357168	0	0.00333436138339045	0	0	0.00801809720961591	0.00422832980972516	0.00965696415928852	0	0	0.00558275429222508	0.0455467003087646	0.00325172149961744	0.0132204081811748	0.0620779786567007	0.00227920227920228	0.000435566527973903	0.00535587342499625	0	0	0.0110082684124271	0	0.0002432634775303	0.00576042682760144	0.00408979566108426	0.00934579439252336	0.00540958268933539	0.0160012463821475	0.00130610607791546	0.0246524568367776	0	0.00399622719955206	0	0.00612449681335516	0.00357634629013764	0.0116200104134767	0	0	0.00737618545837724	0.00762502302737505	5.49800394795389e-07	0.00352470680053357	0.00155310662266005	0.0018018018018018	0	0.0148128466375566	0	0	0.0289371293793421	0	0.00705882352941176	0.0343449656185762	0.00545950864422202	0
TC>AA	1.62934798405126e-19	0.0637857791423281	0.115782896005611	4.86994704593451e-23	0.0767670290701454	0.0964528301886792	0.0908853460936519	0.0703196107321682	0.0424759203556322	0.0219618473197366	0.0728083209509658	0.0212434765865776	0.135619410365442	0.114945441122196	0.0441459674726915	0.0221763073077398	0.123123123123123	9.70454644073121e-05	0.0940645609163485	0.124461418236074	0.166927176971815	0.0337738880962667	0.103346046216342	0.128392913795893	0.06553911205074	0.0257361105160868	0	0.0575948874840185	0.0608068764275737	0.0212267675891798	0.0700076511094109	0.0288529802280492	0.196701185316434	0.00797720797720798	0.0522674754637591	0.105960196976604	0.166343195277692	0.029510266771594	0.0551016123251098	1.81649161747062e-05	0.0151337395274238	0.0493784057968368	0.146905594210549	0.088785046728972	0.124420401854714	0.0318984273075224	0.0461471391006593	2.5853372881578e-09	0.0626931392397272	0.272197653700241	0.128012048192771	0.0967149148958405	0.000169439485712202	0.0312763753680066	0.136097681259289	0.0746808982821009	0.065331928345627	0.091686295540419	0.00238105571816603	0.00623160021288622	0.00354867959342879	0.0792792792792793	0.0166666666666667	0.0349875555455877	0.00635683541546117	0.045953409461007	0.057700545847108	0.0212155689892241	0.0635294117647059	0.00917872333492039	0.0555050045495905	0.0350626380770552
TC>AG	0.113785400438861	1.03949779491735e-19	0.0112079821989152	0.00138836773272879	5.89879645012914e-05	0.00860377358490566	0.00582424557688319	0.0158109416778047	0	0	0.00297176820208024	0.00104047452593242	0.00744593708008312	0	0.0193057559164271	0.00798074639015261	0.018018018018018	0	0.0128427629295384	0.00654477536049473	0.0393217535753649	0	0.0108732334118319	0.00588669736427508	0.00211416490486258	0	0.0109890122359023	0.0152524519914296	0.0102069685261469	0.00304027715819618	0.00860749808722265	0.0180715060229039	0.00648627770051583	0.00170940170940171	0.00322136487970375	0.0136425709463486	0.0286627630712772	0.0123224381918275	0	0.00452108247106447	0.00174955498030182	0.00661789239113934	0.0147743823641662	0.00934579439252336	0.00927357032457496	1.20714340106191e-07	1.13033761684162e-06	1.69560055775287e-06	0	0.00813286089633061	0.00753012048192771	0.00315522103420156	0.00321435777240331	0.0443895849989327	0.0212679730493528	0.081032419965617	0.00842992623814542	0.000861860041521703	3.41227848676902e-14	0	4.82807813291036e-11	0.0126126126126126	0	0.153715953610704	0	0	0	0.0155818640895296	0.00588235294117647	0	0.013648771610555	0.054769742499701
TC>AT	0.20758188206649	0.0272323115408434	0.031992367017043	0.00851430503239909	0.028019017243602	0.0415094339622642	0.0479140149049015	0.0379367787678154	0.100121465325018	0.0137228138296104	0.037147102526003	0.00611509768112004	0.0378454536183052	0.0332809566093655	0.0284847668121557	0.00160079297437905	0.024024024024024	0.0463804909042124	0.0402637972926067	0.0282316565877109	0.0573476735628854	0.0168988010379297	0.0414571778886058	0.0759769619345946	0.0190274841437632	0	0.0439560440945924	0.0186394086416115	0.0409941753366621	0.0122929617253579	0.0512624330527927	0.103768110961938	1.67910497513453e-07	0.0125356125356125	0.0366603850112556	0.050905891366857	0.0953019538235713	0.0144890563557539	0.0606349877984224	2.54122516667648e-06	0.00468062015042953	0.0178707446057435	0.0420320220657481	0.0373831775700935	0.0633693972179289	0.00454658061700096	0.0520759581196415	0.0036693729351681	0.0453573061123143	0.0854010756045982	0.0376506024096386	0.0348742566312825	0.0110783368736977	0.110069502742816	0.0838030488670416	0.149555532691996	0.0337197049525817	0.013210076309475	1.13501092461055e-05	0.0180342860743248	5.03327241834449e-06	0.0594594594594594	0.0333333333333333	0.219956605967694	0	0.0460338419290758	0.0305077114957992	0.0299471298418426	0.0305882352941176	0.0206382125927022	0.0345768880800728	0.104238097918858
TC>CA	0.00308106103537123	0.0167589847087659	0.0470463013489828	0.0112821023838992	0.0400606074728374	0.032	0.0256194941829806	0.0085548448694472	0	0.0290621277689587	0.0193164933135215	0.0143686895458173	0.0303039524582468	0.0211446486031318	0.000241408376817739	0.00237769204700828	0.021021021021021	0	0.0531065602221451	0.0133881940497525	0.0568420657969514	0.0338455880858878	0.0523065322508631	0.0329784012643983	0.0169133192389006	0.00888101171726059	0.0219780186529831	0.0141652796008617	0.0147068450373119	0.0196690149294397	0.0233358837031369	0.0442937388247198	0.00641922604939774	0.00227920227920228	0.0285098882367103	0.0427041799468888	0.000326943776283037	0.0149827427631016	0.0507645857177631	7.54995967740209e-08	0.00344506307713701	0.0115455995876829	0.120291065282656	0.0373831775700935	0.0525502318392581	0.022658269226451	4.15599083692949e-06	0.0197843398376456	8.80008936389647e-12	0.0407038443467303	0.0218373493975904	9.28929305405604e-08	0.0071265736899476	0.0010614945271777	0.0751974642952187	0.0535944672819947	0.0316122233930453	1.8525128499942e-06	0.0645978236383063	0.0188015410139757	0.0462603232352447	0.027027027027027	0	0.0113070094252921	0	0.077014630194537	0.0840871524236194	0	0.0152941176470588	0.0246010415088081	0.00818926296633303	0.045955963410722
TC>CG	0.00996864669588796	0.00118787325808592	0.00200813784073336	0	0.00754759905162148	0.00105660377358491	0.00342692784249418	6.10831845454422e-142	0.0143297185115709	0	0.00445765230312036	0.00115541571593509	2.32142747476013e-20	0.0078947502651598	0	0	0	0	0.000694203401596668	0	0.00624138671076746	0.0169679567470055	0	0	0	0	0	0	1.36006339141304e-19	0.00318714286274609	0.00153022188217292	0.00356063392593305	0.0032462080662948	0	0.00370910863959273	0.000588330491190028	0	0	0	0	2.29903449615922e-21	0.000585626647198046	0.00772979702430618	0	0.00154559505409583	0	0	0.00330073431751133	0	0	0	0	0.000447043286267205	0	0.0112642817280236	0.00824527734732597	0.00210748155953635	0	5.23101027687289e-15	0	0.000680415155268225	0.0018018018018018	0	0	0.00667565885926538	0	0	0.007950122455348	0.00352941176470588	0	0	0.00478081974709979
TC>CT	0.0311382492145071	0.00195485639926891	0.0151178121934989	0.0103838539632903	0.0303746811501817	0.0108679245283019	0.0159612834304794	0.00677665247915175	0.0429470762942871	0.0839135013905417	0.0163447251114413	0.00340052049557295	0.0134227171505646	0.00955940053657904	9.87068906056299e-15	0.00408556980489854	0.003003003003003	0.00674092193049804	0.0152724748351267	0.00605400434077059	0.0446126387780811	0.0169425102456428	0.00904079978148321	0.0149986935140032	0.0169133192389006	0.0485432187955791	0.0439560450643959	0.00872406625825431	0.0107232173801005	0.0146359498063233	0.0260137719969396	0.0500587058913254	0.00161279972948315	0.0056980056980057	0.00972926362714503	0.0163615765795059	0	0.00777555588466771	0.0148535610334235	0.00750477990106708	0.00438746140059396	0.0124822113745316	0.0104891221436855	0.00934579439252336	0.0123647604327666	0.00405040679338313	0.0155067566113269	0.0367731283055139	0.0214861259157751	0.0226750816132959	0.00753012048192771	0.00697756054516373	0.00765411812590135	0.0146542182960114	0.0325343839714218	0.0315602117007004	0.017913593256059	0.00211842873494262	0.017844197466988	0.0564632772485611	0.0240633111910653	0.0234234234234234	0.05	0.023431743352882	0.0199552793690824	0.0307548904780281	0.0261594235132618	0.0712967739332424	0.00588235294117647	0.0704396707694558	0.00727934485896269	0.0207547225093878
TC>GA	0.00584695361725387	0.0202939236285027	0.0230650016201332	0.00219049540820314	0.0163400638114785	0.0149433962264151	0.0324937520103975	0.00333732724770064	0	0.0210133445354265	0.00891530460624071	0.00607696182265682	0.0175186319085872	1.15971880836683e-06	3.7899838696811e-09	3.23949968719722e-06	0.003003003003003	0.00674092193035377	0.0183963901423117	0	0.0495222095935367	0	0.00619069307101991	0.0336189905485219	0.00845665961945032	0.0292292822220534	0.0109890093264916	0.0178781198060108	0.0144196084288383	0.00760484974605233	0.0137719969395562	0.0173298362470262	0.00234848570840597	0.00284900284900285	0.0034467952775436	0.0148781801946025	4.21386186817164e-07	0.0080099342791808	0.0157295633577144	0.00440046794546452	0.00376137607951021	0.00503271181217634	0.0357686272502754	0	0.0131375579598145	5.29598453939293e-05	0.0374441542205438	0.00238246605505923	0.021421860913404	3.70536233118939e-12	0.0143072289156626	0.00662023910320632	2.12736869164795e-07	7.68348442260858e-06	0.0426626216781793	0.00552429540954051	0.0126448893572181	0.000168082125175295	0.0768235640276483	0	0.0562610294439128	0.0144144144144144	0	0.0247757996928172	0.0066253268551747	0.0462160509557799	0.00780110436079046	0.00750284947185956	0.00823529411764706	0.00615566124708365	0.00909918107370336	0.00702393118431961
TC>GG	0.00594033780966427	0.00260143129377663	0.00312088830674815	0.00290598144844297	0	0.00181132075471698	0.00380733576301833	0.00156792910593069	0	0	0	1.79848304658269e-20	0.000332332303782886	0.00858375409874282	0	0.00169412510154899	0	0	0.00242971190558834	0	0.011913820205495	0	0	0	0	0	0	0.00539074425373367	0.00200268097141568	1.33758630335626e-19	0.00210405508798776	0.00388367058319176	0	0	0.00181788911031603	0.000435919264683162	0	0	0	0	0.000138689284418776	0.000526212163932862	0.00308926669928667	0	0.00231839258114374	0	0	0	0.0054356489525436	0	0.000753012048192771	0	0.000912990476030029	0.0023680081819187	0	0.0163485366213231	0.00316122233930453	0	3.12196294862046e-11	0	0	0	0	0	0	0	0	0	0	0.00398241021284428	0.00454959053685168	0.00572139663877238
TC>GT	0.0344195186422966	0.00434615922938826	0.00678872601091314	0	0.0133577021590674	0.00649056603773585	0.00359570896716641	0.00359205751697001	0.0142999966037956	0.010755078448187	0.0104011887072808	0.00429412361087281	0.00557739439011772	0.00335618167991428	0.00588661756614636	0.00367441430061464	0.00600600600600601	0.00592757238165469	0.00728913571676501	0	0.0291196990335675	0	0.0148483177495361	0.0173743401863922	0.00845665961945032	0	0.0109890093264916	0	0.00641074958108825	0.0103738276148439	0.0093726090283091	0.00367970677413767	0.00702359124490751	0.011965811965812	0.00243464706613378	0.00950835888061014	0.00605680300665649	0	0.0161987711160581	0	0.00242321596177922	0.00221532924970066	0.0112502883890544	0	0.0100463678516229	3.57720508655396e-05	1.14208712526661e-07	0.00640558491552399	0	0.00328547298730705	0.00451807228915663	0.0006505245428673	0.00364456928656193	0.0136270061031035	0.0443034020570763	0.0238834049543889	0.00842992623814542	6.75644093235519e-12	0.0451219295258878	0.00399737191745607	0.0431945109126642	0.0018018018018018	0	0	0.00667565885926538	0.0154174653413787	0.0678198459011018	0	0.00705882352941176	0.006432135088104	0.00363967242948135	0.0153046635538896
TG>AA	0.00119237155678767	0.015220446232726	0.0146710806851577	0.000484366440319789	0.0194274402033259	0.00769811320754717	0.0090940112643831	0.014251181727703	0	0	0.0163447251114413	0.00236255904711578	0.00956553014847094	0.0382803711775396	0.0133118670746182	0.0129061100353605	0.015015015015015	0.000829905660319127	0.00937174592155502	0.00717969706640544	0	0	0.0233740430632301	0.0265225733313253	0.00634249471458774	0	0.0219780235020014	0.00801343813010208	0.00729151835858697	0.00826918752968461	0.0105202754399388	0.0183376391524848	0.0216697224914016	0.00341880341880342	0.01057349610495	0.0152097186030508	0.000152551010784271	0.0077830525663972	0.00330572765200421	0	0.00386775335601015	0.0134398153007205	0.00917862363976356	0.0280373831775701	0.0115919629057187	0.0206077664584017	2.35125460098846e-09	0.000552537529100073	0.0102902457952662	0.0244533858874175	0.00753012048192771	0.0249961717644429	0.00828599231445821	0.0153509044294088	0.0325343839714218	0	0.0200210748155954	0.0507707234253227	6.21804882427708e-13	0.00165941741346403	3.00367119832849e-07	0.00900900900900901	0.0166666666666667	0	0	0	0	0	0.0129411764705882	0.0171308044761294	0.00818926296633303	0.0106455032205952
TG>AC	0.00100146921084748	0.000760839932526018	0.00735910960752413	2.06574811912742e-89	0.0160207296439458	0.00347169811320755	0.00729725448304279	0.00350774102054983	0	0	0	0.000296372517000117	0.00177026455636251	0.0252532108836387	0	0.00264002374585073	0.00900900900900901	0	0.00312391530718501	0.0082412312535146	0.00490719839083912	0	0.0177755903635954	0.0186010863689391	0.00211416490486258	0.0197014755915087	0	0.00446952995150775	0.00556517755113737	0.00555157219035636	0.00420811017597551	0.00321604003005786	0.00761508578294992	0.00113960113960114	0.00254630387008124	0.00148296071475538	0.00413471291551691	0.00415036666850921	0	0	0.000630970052659536	0.0037861249656894	0.00640551535727945	0	0.00463678516228748	0.00336235785746907	0	0	0	0.000244469533300544	0.00376506024096386	0	0.00108525114505052	3.4755173152749e-05	0	0	0.00210748155953635	0.00125923560019594	1.0430819549142e-05	0	0	0.0018018018018018	0	0.00700226552007144	0	0	0	0	0	0.00796482042568857	0.00181983621474067	0.00389156055683167
TG>AT	0.00248161250312829	0.0290244328357705	0.0403563586331878	0.00689428084607879	5.56485636114251e-05	0.0345660377358491	0.0189058340317516	0.0401068784240002	0	0.0408346305151264	0.0267459138187221	0.0100864985494899	0.024550919044164	0.15784641508012	0.0204700009958453	0.0291003383971159	0.042042042042042	0.0339057573080326	0.0215203054494967	0	0.0345424799993013	0.0339007809803069	0.0247608275711908	0.0424606859720546	0.0190274841437632	0	0	0.0510112180278419	0.0135102157722511	0.0319764689217847	0.0275439938791125	0.0233301002563084	0.0534685743517761	0.0193732193732194	0.0128238266373559	0.0285841770738068	0.0120516439738021	0.00732351659653988	0.0193845079647702	0.00370650993897526	0.0138295735966234	0.0743060343487821	0.00299743080269631	0.00934579439252336	0.0239567233384853	0.0193631286263	9.05455447329063e-06	0.0226183081038358	0.0092217661794823	6.20846088120829e-11	0.0158132530120482	0.0360675032402989	0.0779427981622248	0.0324500590767385	0.00856313404184778	0.0217479309117477	0.047418335089568	0.00832625949729648	3.37818966924989e-13	0.000127420048295123	7.98223200627819e-09	0.018018018018018	0	0.0403451804772474	0	0	0.0268700944518958	0	0.0235294117647059	0.0124479061828259	0.0318471337579618	0.0253289956400744
TG>CA	1.62934798405126e-19	1.03949779491735e-19	0.0180597569664025	0.0189926570994161	0.197199854915633	0.00649056603773585	0.00441015792794725	0.00386418172887935	0.028635511609064	0	0.011887072808321	0.0015517903163962	0.0101319541280888	0.00309170361320572	1.47330419735976e-06	0.00321554450768205	0.00900900900900901	0.00508240893070233	0.00833044081916001	0	0.00865526883108558	0.271492151355637	0.0241068128662646	0.00729064024490819	0.00422832980972516	0.247624571039862	0.109890130117449	0.00893905990292109	0.0143180712901979	0.000672775538205032	0.00459066564651874	0.0112784173435674	0.00243050647608734	0.00227920227920228	1.31593914296449e-19	0.00782110032614466	0.00685171376706109	0.00404636364875154	0.00520157695033201	0.00611301174559409	0.00101962338943662	0.00414794157969155	0.00744430614884462	0	0.00463678516228748	0.00257927980505476	0.00922530981575187	0.0398115223364315	0.0108712979050872	0.00680588220011675	0.00978915662650602	6.76967970677242e-08	0.00176523330222981	0.0100288137461891	0	0.00639105602015021	0.00632244467860906	0.00790836165391576	0.0152380985304997	0.0395511929790977	0.026228657038711	0.0036036036036036	0.3	0.00781058111762734	0.0133513177185308	0	0.0189900018293071	0.0319275698842359	0.00941176470588235	0.0457932874914283	0.00181983621474067	0
TG>CC	0.00159493672836048	0.00314865638456367	0.00650998157588673	1.2779297020014e-90	0	0.00256603773584906	0.00599430519426437	6.40367178929229e-296	0.0143214696068511	0	0.00148588410104012	8.60739907041059e-05	0.001967314556142	0.0079091507063817	0	0	0	0	0.00416522040958001	0	0	0.0169619013998862	0.0170460673396171	0.0182950652090346	0.00634249471458774	0.0293584619157924	0.0219780235020014	0	0.00433914210473396	0.00106861759012779	0.00363427697016067	0.0121634253313327	0.000181235807234289	0.00113960113960114	0.0045518721597444	0.00114425719248576	0.00413491992195516	0	0	0	8.4413833528346e-07	0.00389397001310318	0.0099679060088521	0	0.00309119010819165	0.00244291492335885	0.0153656758651949	0.00233139565988802	0	0.00420521602883377	0	0	0.00357634629013764	0.00290500260336917	0.0112642817280236	0.00824527734732597	0.00210748155953635	0.000615540938136309	0.000340486779213665	0.00420387063226359	0.000480163805539538	0.0144144144144144	0	0	0	0	0.00780240715144632	0.00750284947191526	0.00705882352941176	0	0	0.00478081974709979
TG>CT	0.0095764669288482	0.0424862183825805	0.0766887747658428	0.00700887500148389	0.000680920644378611	0.0609811320754717	0.0723176158218422	0.01140181118298	0	0.00367477874344462	0.0416047548291233	0.00705017827635816	0.0244021887876699	0.00941942928022852	1.94775795558638e-05	0.0145857210816132	0.039039039039039	2.54451673487068e-09	0.0433877125997917	0.00229628442272007	0.0755273873724333	0.0338625798311391	9.94607939222423e-06	0.0261063542964576	0.0232558139534884	0.00849226736523585	0.0439560421549852	0.0599504431355744	0.0314737576447861	0.0218554065533192	0.0214231063504208	0.0121810132353176	0.0104888189073741	0.0131054131054131	0.0140606778543643	0.038055083028553	0.000172753460943201	0.015561987337049	0.0300349961557695	0.00460134864038076	0.0217087175201427	0.0689034382872977	0.0565311116221194	0.0186915887850467	0.0394126738794436	0.00166348537492714	0.0218900651891311	0.00345625059442179	3.10701056688738e-09	0.025105953400226	0.0225903614457831	0.0165404502110898	0.0706317756094659	0.0273515323451692	0.0976031519142653	0	0.0242360379346681	5.76128147713736e-06	0.00639653031070284	0.0156975903250019	0.00303651529385645	0.0702702702702703	0.0166666666666667	4.68174470031115e-30	0	0	0.0280231167130754	0.0295609327962054	0.0152941176470588	0.00755135718802717	0.0245677888989991	0.0275679663976589
TG>GA	1.62934798405126e-19	0.00430686513666111	0.00176121470324397	0.00520953139303714	0	0.00679245283018868	2.77201460899822e-139	0.00167849552470292	0.0142983432771588	0.0106787876282048	0.00742942050520059	0.00280212449638665	0.00550831368862558	0	0.00141672228463433	0.00697598310776667	0.00600600600600601	0.00592757150018937	0.00728913571676501	0.00753901700371781	0.0024089396907962	0	0.0047911797893476	0	0.0126849894291755	0	0	0	0.00700938339995486	1.33758630335626e-19	0.00286916602907422	0.00688588713951975	0.0243552507758548	0.00341880341880342	0.00369812993298394	0.00571463932884502	0.00244864515915625	0	0.00487747090538936	0	0.000844460517541909	0.00425174584732561	0.00409115755196767	0.00934579439252336	0.00618238021638331	0.00503090382365649	0.00638924075122491	0.0127261618978746	0	9.09936377264988e-06	0.00225903614457831	0.00222889844388758	0.000918701547815363	0	0	0	0.0115911485774499	0.0154096126902188	5.4756566186233e-11	0.0122256102506799	6.9423658527655e-14	0.0036036036036036	0.0166666666666667	0	0	0	0.00926651221347011	0.00788651534448286	0.00352941176470588	0.00721133588057358	0.00727934485896269	9.73799390587391e-06
