GEL-Breast_common_SBS13	GEL-Breast_common_SBS5	GEL-Breast_common_SBS8	GEL-Breast_common_SBS2	GEL-Breast_common_SBS3	GEL-Breast_common_SBS18	GEL-Breast_common_SBS1	GEL-Breast_common_SBS127	GEL-Breast_common_SBS17	unassigned
sample1	0	785.015029611668	309.268607291196	114.870489130132	296.732691937956	344.244120283796	817.536871783995	0	0	303.332189961257
